bb.ps.adc.timeoffset = 
   -46.44173    -47.89354 
   -47.78899    -46.15899 
   -48.67226    -47.28042 
   -46.17749    -46.10128 
   -47.00153    -43.66116 
   -46.88228    -47.10405 
   -47.27746    -47.27698 
   -46.53096    -45.89753 
   -45.34948    -45.35934 
    -43.4381     -44.9894 
    -43.6368    -47.33643 
   -42.92936     -45.5862 
   -44.65874    -46.11229 
   -46.71787    -46.15146 
   -43.09771    -47.98705 
   -47.46412    -48.13329 
   -44.76243    -44.81531 
   -44.96376    -42.59202 
   -43.88276    -46.81934 
   -44.32613    -47.13553 
   -47.16584    -47.60826 
   -44.56594    -47.13067 
   -43.52006    -44.99086 
   -45.03533    -42.22334 
   -44.61313    -42.57929 
   -41.60272    -45.88759 
