bb.sh.adc.timeoffset = 
   -44.77429    -44.03978    -42.51332    -38.81438    -39.77488    -39.60182    -45.99686 
   -42.49171     -43.6577    -44.99284    -43.19829    -41.51223      -42.951     -45.7991 
   -40.72313    -44.79266    -38.30686     -38.5577    -39.46101    -39.24808    -42.71813 
   -43.51773    -38.91016    -45.58955    -39.48019    -54.21706    -52.43401    -41.43706 
   -39.79042    -42.01031    -46.18077    -42.88885    -43.06438    -41.61733    -39.42836 
   -42.12215    -41.27432    -43.63006    -41.97505    -39.20196    -42.57189    -40.38938 
   -41.14183    -40.77583    -41.15086    -43.45105    -40.11001    -42.02713    -41.62269 
   -45.79979    -40.64735    -42.35654    -48.39717    -40.87743    -41.65837    -41.35275 
   -45.20501    -41.12139     -43.8312    -41.64841    -38.71479    -46.82955    -40.92932 
   -40.96194     -44.6629    -41.81429    -44.22883    -44.08404    -44.32854    -42.61785 
   -42.01804    -43.41479     -39.3608    -43.16585    -41.32881    -42.49718    -44.39066 
    -43.1057    -41.62974    -44.20473    -42.24862     -41.2423    -40.66101    -41.03366 
   -41.28913    -39.00566    -42.25283    -43.06298     -44.1478    -42.13154    -45.06839 
   -42.31193    -41.03066    -40.34248    -42.95013    -42.18168    -37.34204    -42.15122 
   -42.22215      -44.784    -45.47746    -43.26052    -41.92459    -41.87125     -42.4761 
   -41.62977     -38.3626    -43.47376    -38.55834    -43.05446     -41.4882    -47.77912 
    -44.4648    -42.02781    -38.04364    -41.90182    -44.39868    -39.77622    -45.84371 
   -38.58181    -43.04161    -41.31044    -46.51438    -38.62358    -40.13687    -38.84313 
   -44.96925    -40.25879     -44.8846    -39.76134    -41.11944    -36.52075    -43.98176 
   -42.16188    -43.04418    -41.38359    -44.42077     -42.2833    -44.63657    -42.31372 
   -42.54727    -45.87637     -37.4724    -43.09621    -36.52521    -41.43486    -41.15585 
   -44.09639    -44.13659    -43.75314    -45.77563    -42.46945    -41.06062    -46.82814 
   -43.38889    -43.62408    -41.19576    -40.69641    -42.06456    -44.64474     -41.0513 
   -43.09823    -39.52795    -51.90358    -51.78638    -53.12243    -43.35434    -45.62174 
   -51.12086    -52.33971    -51.61697    -52.23854    -50.97137      -50.216     -46.8407 
   -49.12385    -49.92668    -48.77718     -50.0115    -50.02187    -48.44667    -48.58603 
   -46.84056    -44.92116    -46.17606    -48.27595    -48.43603    -35.89503     -53.5558 
