bb.ps.adc.timeoffset = 
   -48.12415     -51.9105 
   -46.65377    -44.52945 
   -47.78595    -45.33372 
   -44.97603    -44.63919 
   -45.30157    -42.44369 
   -45.37661    -45.38122 
    -46.4547    -45.56575 
   -45.80279    -43.77474 
   -44.35925     -43.7768 
   -42.45234    -43.37439 
   -43.46155    -45.60083 
   -41.90399    -44.16264 
   -43.70586    -44.33569 
   -45.62609    -44.14692 
   -41.76212    -45.66683 
   -45.10363    -46.16267 
   -43.61602    -43.40369 
   -42.92812    -40.83697 
   -42.87348    -45.29934 
   -43.06339    -45.81442 
   -45.60532    -46.70411 
   -43.56525    -45.76738 
   -43.24688    -43.26491 
   -41.32605    -39.21385 
    -40.2009    -40.52684 
   -40.02644    -43.83514 
