bb.ps.adc.timeoffset = 
   -40.32524    -44.38801 
   -38.21896    -36.74686 
   -39.04763    -37.95833 
   -36.53607    -36.57184 
   -37.36411     -34.1392 
    -37.2962    -37.22497 
   -37.58202    -37.81594 
   -36.88356    -36.23739 
    -35.6765    -35.70147 
   -33.84612    -35.40074 
   -33.96891    -37.73716 
   -33.24465    -35.94681 
    -35.0194    -36.45195 
   -37.10201     -36.5148 
   -33.46971    -38.36851 
   -37.83928    -38.57078 
   -35.15969     -35.1826 
   -35.34923    -32.95721 
   -34.22821    -37.18893 
    -34.6791    -37.44716 
   -37.56454    -38.01393 
   -34.92243    -37.51205 
   -34.58693    -36.03768 
   -34.09882    -31.98662 
   -32.97367    -33.29961 
   -32.79921    -36.60791 
