bb.ps.adc.timeoffset = 
   -48.16759    -51.18133 
    -46.7447    -44.06743 
    -47.7869    -45.32697 
   -44.98412    -44.68583 
   -45.29059    -42.42104 
   -45.39503    -45.37772 
   -46.45291    -45.55412 
   -45.79715    -43.78146 
   -44.35695    -43.77108 
   -42.45345    -43.37278 
   -43.45006    -45.60966 
   -41.90035    -44.16084 
   -43.73133     -44.3212 
   -45.62221    -44.13998 
   -41.75647    -45.66418 
   -45.10254    -46.15883 
   -43.59808    -43.39364 
   -42.92439    -40.80755 
   -42.86644    -45.31088 
   -43.03922    -45.82878 
   -45.60505    -46.67804 
   -43.57033    -46.10627 
   -42.82834    -44.58755 
   -42.64869    -40.53649 
   -41.52354    -41.84948 
   -41.34908    -45.15778 
