#Thu May 22 16:32:04 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = crate, slot, mpd, adc_ch, CM min, CM max
          58          11           0           0         332         480
          58          11           0           1         293         466
          58          11           0           2         437         583
          58          11           0           3         444         590
          58          11           0           4         447         603
          58          11           0           5         398         550
          58          11           0           6         472         620
          58          11           0           7         417         580
          58          11           0           8         366         482
          58          11           0           9         431         572
          58          11           0          10         434         557
          58          11           0          11         451         592
          58          11           0          12         376         470
          58          11           0          13         440         542
          58          11           0          14         487         589
          58          11           1           0         478         611
          58          11           1           1         352         464
          58          11           1           2         466         596
          58          11           1           4         861        1200
          58          11           1           5         976        1306
          58          11           1           6         893        1257
          58          11           1           7         915        1279
          58          11           1           8         479         605
          58          11           1           9         350         463
          58          11           1          10         451         548
          58          11           1          11         361         457
          58          11           1          12         561         642
          58          11           1          13         473         569
          58          11           1          14         248         323
          58          11           2           3         383         479
          58          11           2           2         427         532
          58          11           2           1         504         631
          58          11           2           0         375         517
          58          11           2           7         277         415
          58          11           2           6         335         498
          58          11           2           5         431         611
          58          11           2           4         475         617
          58          11           2          14         515         647
          58          11           2          13         457         606
          58          11           2          12         410         536
          58          11           2          11         509         633
          58          11           2          10         532         639
          58          11           2           9         546         666
          58          11           2           8         469         585
          58          11           3           3         454         584
          58          11           3           2         472         604
          58          11           3           1         428         591
          58          11           3           0         358         499
          58          11           3           7         485         635
          58          11           3           6         441         579
          58          11           3           5         416         571
          58          11           3           4         441         569
          58          11           3          13         420         505
          58          11           3          12         351         496
          58          11           3          11         467         588
          58          11           3          10         434         541
          58          11           3           9         440         546
          58          11           3           8         546         634
          58          11           4           0         291         469
          58          11           4           1         257         432
          58          11           4           2         394         578
          58          11           4           3         461         634
          58          11           4           4         554         725
          58          11           4           5         309         491
          58          11           4           6         302         476
          58          11           4           7         432         610
          58          11           4           8         491         623
          58          11           4           9         390         542
          58          11           4          10         486         618
          58          11           4          11         418         603
          58          11           4          12         260         434
          58          11           4          13         391         566
          58          11           4          14         348         579
          58          11           5           0         461         641
          58          11           5           1         543         724
          58          11           5           2         559         749
          58          11           5           4         341         492
          58          11           5           5         430         562
          58          11           5           6         472         597
          58          11           5           7         475         608
          58          11           5           8         450         569
          58          11           5           9         402         527
          58          11           5          10         446         554
          58          11           5          11         496         605
          58          11           5          12         500         591
          58          11           5          13         462         539
          58          11           5          14         433         523
          58          11           6           3         518         592
          58          11           6           2         438         536
          58          11           6           1         516         661
          58          11           6           0         457         632
          58          11           6           7         441         610
          58          11           6           6         302         492
          58          11           6           5         369         561
          58          11           6           4         490         644
          58          11           6          14         405         542
          58          11           6          13         420         563
          58          11           6          12         390         545
          58          11           6          11         398         526
          58          11           6          10         442         559
          58          11           6           9         480         639
          58          11           6           8         491         640
          58          11           7           3         431         629
          58          11           7           2         392         546
          58          11           7           1         421         582
          58          11           7           0         422         573
          58          11           7           7         436         617
          58          11           7           6         424         597
          58          11           7           5         453         681
          58          11           7           4         395         621
          58          11           7          13         315         386
          58          11           7          12         240         378
          58          11           7          11         508         653
          58          11           7          10         395         519
          58          11           7           9         376         504
          58          11           7           8         573         679
          58          11           8           0         448         518
          58          11           8           1         436         566
          58          11           8           2         543         629
          58          11           8           3         511         635
          58          11           8           4         452         533
          58          11           8           5         236         338
          58          11           8           6         554         632
          58          11           8           7         442         522
          58          11           8           8         441         531
          58          11           8           9         503         603
          58          11           8          10         475         561
          58          11           8          11         488         566
          58          11           8          12         417         532
          58          11           8          13         389         496
          58          11           8          14         494         631
          58          11           9           0         293         382
          58          11           9           1         423         542
          58          11           9           2         501         584
          58          11           9           3         318         404
          58          11           9           4         282         420
          58          11           9           5         344         460
