#Tue Mar 11 16:47:07 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
               0           67.29           30.22
               1          -14.34           25.59
               2           15.11           22.56
               3          -24.13              23
               4          -157.1           9.336
               5          -70.04           8.158
               6          -4.729           9.875
               7           30.27            8.16
               8          -69.35           7.388
               9          -11.24           8.081
              10           21.88            7.68
              11            62.9           8.117
              12           -37.2           8.271
              13           -10.5           7.965
              14           45.66           7.457
              15           71.38           8.226
              16           -62.2           7.913
              17          -41.69           6.758
              18          -1.411           10.45
              19           13.69           6.756
              20          -77.03           7.623
              21          -23.58           6.841
              22           15.67           7.327
              23           41.12           6.727
              24          -67.14           7.163
              25          -6.982           7.169
              26           21.03           6.844
              27           44.26           7.166
              28          -59.14           6.679
              29          -13.43           8.283
              30           32.97           6.645
              31           70.66           7.684
              32          -59.82            7.96
              33          -34.07           7.195
              34           10.05           7.825
              35           38.17           7.746
              36           -71.2           7.601
              37          -30.64           6.881
              38           28.86            7.85
              39            63.9            8.01
              40           -41.4           7.861
              41          -8.339           7.182
              42           17.45           8.134
              43           48.81           8.154
              44          -67.52            7.47
              45           9.079           9.681
              46           32.55           7.175
              47           78.48           8.546
              48          -67.16           7.874
              49          -42.42           6.729
              50           3.817           8.989
              51           19.48           6.629
              52           -71.5           7.311
              53          -16.03           6.895
              54           6.658           7.085
              55           37.66           6.848
              56          -63.62           6.996
              57          -13.41           7.461
              58           15.26           6.725
              59           39.59           7.273
              60          -36.57           6.749
              61          -24.64           9.201
              62           39.79           6.499
              63           94.81            8.15
              64          -68.98           7.886
              65          -33.38           7.809
              66           21.05           9.287
              67            39.3           7.548
              68          -59.02            7.73
              69          0.2264           7.505
              70           22.74           8.337
              71           54.78           7.589
              72          -66.98           7.639
              73          -18.28           7.244
              74           41.53           7.737
              75           69.18           7.854
              76          -38.23           7.147
              77          -24.53           7.091
              78           42.65           7.058
              79           90.06           8.496
              80          -85.26           7.877
              81          -28.65           6.728
              82           16.62           7.933
              83           21.99           6.501
              84          -62.46           7.673
              85          -18.63           6.587
              86           26.89           6.832
              87           56.36           6.656
              88           -50.9           8.496
              89          -6.134           7.053
              90           14.67           6.499
              91           64.04           7.353
              92          -32.87           6.685
              93           16.57           7.809
              94           27.43           6.342
              95           104.1           8.313
              96          -53.55           7.728
              97           -41.3           6.567
              98           1.624           8.656
              99           26.96           8.108
             100          -65.08           7.674
             101          -7.227           6.594
             102           46.34           7.742
             103           59.87           7.586
             104          -70.68           7.672
             105           12.94            9.53
             106           19.16           7.279
             107           79.72           8.007
             108          -48.58           6.887
             109          -2.244           8.111
             110           39.58            7.46
             111           111.9           8.839
             112          -63.33           7.711
             113          -18.36            6.63
             114          -11.12           7.548
             115           20.88            6.53
             116          -57.03           7.404
             117          -22.64           6.503
             118           15.47           6.652
             119           51.98           6.687
             120          -58.61           6.571
             121          -27.36           6.869
             122           17.57           6.422
             123           37.46           7.521
             124          -37.69           6.574
             125          -14.16           8.749
             126           36.09           6.401
             127           147.3           9.011
APV               58              11               0               1
               0           49.18           32.18
               1          -1.625           31.24
               2          0.6995           25.55
               3          -20.34           25.69
               4          -148.5           9.575
               5           -46.2            8.35
               6          0.9411           12.91
               7           43.45            9.26
               8          -63.94           7.642
               9          -31.43           8.172
              10           24.19           9.098
              11            35.9           8.993
              12          -46.97            8.73
              13          -17.29           7.882
              14           21.63           8.674
              15           46.56           9.239
              16          -57.47           8.635
              17          -31.33           6.909
              18          -2.476           14.44
              19            26.2           7.384
              20          -58.93           8.207
              21          -19.89           6.954
              22           19.93           8.723
              23           37.01           7.025
              24          -65.21           7.561
              25          -42.02           7.211
              26           28.39            7.67
              27           41.08           7.856
              28          -54.55           7.176
              29          -28.03           8.407
              30           39.45            7.22
              31           64.34           9.104
              32          -57.94           8.695
              33           -20.9           7.606
              34           5.914            9.29
              35           16.77           8.896
              36          -59.85           8.042
              37          -18.69           7.378
              38           35.69             9.6
              39           45.65           8.732
              40          -42.38           8.084
              41          -13.19           7.303
              42           43.74           10.03
              43           43.01           9.038
              44          -11.14           15.29
              45          -11.68           8.909
              46           38.59           8.128
              47           67.85           16.37
              48          -62.44           8.858
              49          -41.69           6.999
              50           3.662           11.86
              51           25.95           7.088
              52          -47.23           7.899
              53          -18.54           6.982
              54           8.317           8.262
              55           40.58           7.089
              56           -50.3           7.463
              57          -22.15           7.588
              58            21.9           7.511
              59           43.59           7.832
              60           -26.7           7.343
              61          -14.32           9.204
              62           18.84           7.041
              63           75.77           17.41
              64          -45.87           8.458
              65          -25.12             8.2
              66           20.24           11.87
              67           16.38           9.032
              68          -70.81           8.132
              69          -47.19           7.519
              70           37.38           10.68
              71           38.18            8.44
              72          -58.46           7.914
              73          -23.44           7.436
              74           44.31           9.197
              75            34.8           8.604
              76          -39.69           7.799
              77          -16.71           7.328
              78           18.34           8.167
              79           80.86           9.426
              80          -41.34           8.908
              81          -33.13           6.986
              82            9.98           9.954
              83            23.5           6.878
              84          -46.05           8.308
              85          -16.82           6.933
              86           17.96            7.89
              87           66.49           7.084
              88          -49.34           7.303
              89          -22.64           7.659
              90           38.38           7.239
              91           49.03           7.861
              92          -38.38           7.001
              93          -21.51           9.563
              94           20.13           6.942
              95           74.94           9.027
              96          -46.19           8.237
              97          -24.59           7.242
              98           26.09           11.21
              99           47.99           9.604
             100          -62.85               8
             101         -0.5754           7.269
             102           18.97           9.279
             103           41.76           8.363
             104          -47.45           8.326
             105          -6.727           9.097
             106           29.14           8.799
             107           57.41           8.826
             108          -34.79           7.573
             109          -5.723           8.118
             110           43.63           9.191
             111           74.43           9.947
             112          -42.35           8.647
             113          -33.25           6.816
             114           31.15           9.237
             115           43.11           6.939
             116          -47.06           7.728
             117          -25.45           6.949
             118           26.68            7.55
             119           44.96           7.097
             120          -42.62           7.198
             121          -23.01            7.56
             122           47.91           7.109
             123           61.72           8.174
             124          -56.08           6.767
             125          -6.418            11.4
             126            41.8            6.96
             127           115.1           10.75
APV               58              11               0               2
               0           47.68           28.42
               1          -2.568            24.6
               2           14.03           22.22
               3          -16.86           21.77
               4          -144.5           8.693
               5           -53.9           8.308
               6          -2.956           10.87
               7           29.32           8.112
               8          -74.14           7.118
               9          -22.39           7.829
              10           19.27           7.932
              11           42.66           7.818
              12          -59.53           8.697
              13          -8.786           7.218
              14          -4.874           7.478
              15            32.7           7.924
              16          -43.09            7.75
              17           -24.3           6.637
              18          -14.78           12.32
              19           22.36           6.694
              20          -62.97            7.45
              21          -18.93           6.652
              22           20.41           7.838
              23           39.09           6.527
              24          -55.68           6.963
              25          -6.677           6.906
              26           1.758           6.876
              27           28.64           6.998
              28          -35.42           6.919
              29            5.95           7.906
              30            21.7           6.534
              31           76.03           7.683
              32          -11.41           7.874
              33           -28.7           7.626
              34           11.54           10.01
              35           17.61           7.467
              36          -55.75           7.364
              37          -36.29           7.089
              38           31.13            8.31
              39              53             8.1
              40          -60.17           7.352
              41          -20.99           6.892
              42           13.38           8.486
              43           47.04           7.947
              44          -56.12           8.027
              45           5.315           7.765
              46           12.68           7.178
              47           65.11           8.506
              48           -48.1            7.96
              49           1.707           6.681
              50          -5.058           9.969
              51           21.14           6.541
              52          -31.13            7.31
              53          -9.091           6.656
              54           12.17           7.561
              55           45.58           6.605
              56          -38.79           6.793
              57          -12.67           7.152
              58           6.725           6.732
              59           59.63           7.189
              60          -48.17           6.378
              61          -28.79           8.689
              62            13.7           6.429
              63            45.5           8.095
              64           -58.6           7.441
              65          -27.13           8.057
              66            9.65           10.28
              67           40.12           7.936
              68             -55           7.343
              69          -29.21           7.617
              70           2.951           9.074
              71           55.12            7.69
              72          -46.01           7.474
              73          -1.134           7.207
              74           31.95           7.933
              75           63.86           7.913
              76          -63.21           7.349
              77           3.057           6.713
              78           36.92           7.181
              79           73.86           8.566
              80          -33.01            7.93
              81          -4.076           6.519
              82           32.56           8.868
              83            45.4           6.545
              84          -58.06           7.415
              85           2.324           6.578
              86           27.54           7.195
              87           43.11             6.5
              88          -48.38           6.822
              89          -3.274           7.219
              90           11.25           6.584
              91           43.34           7.241
              92          -62.61           6.499
              93          -5.017           8.553
              94           37.96           6.381
              95           73.49           8.428
              96           -44.5           7.398
              97          -28.94           7.031
              98          -11.99            9.51
              99            23.2           8.426
             100          -71.39           7.291
             101          -5.975           6.852
