#Wed Mar 12 16:05:37 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
              69          -48.45           6.799
              70           37.34           10.98
              71           38.79           8.547
              72          -60.84           7.976
              73           -24.5           6.762
              74           44.64           9.399
              75           35.59           8.628
              76          -41.64            7.76
              77          -16.93           7.282
              78           19.25           8.393
              79           81.64           9.346
              80          -43.07           9.031
              81          -34.53           6.993
              82           10.14           10.28
              83           23.95           6.944
              84          -48.01           8.312
              85          -17.93           6.942
              86           17.81           8.009
              87           67.06           7.074
              88             -51           7.336
              89          -22.75            7.75
              90           38.97           7.296
              91           49.84           7.772
              92          -40.06           6.917
              93          -21.83           9.857
              94           20.41           6.903
              95           75.55             8.9
              96          -48.08           8.216
              97          -26.19           7.151
              98           26.52           11.57
              99            48.5           9.706
             100          -65.03           7.991
             101          -2.034           7.287
             102           19.41           9.575
             103           42.09           8.424
             104          -49.66           8.213
             105          -6.968            8.07
             106           29.63           9.056
             107           58.39           8.909
             108          -36.57           7.558
             109          -5.809           8.219
             110           44.46           9.485
             111           75.22           9.988
             112          -44.17           8.767
             113          -34.19           6.868
             114           31.05           9.376
             115           43.67           6.979
             116          -48.94           7.771
             117          -25.96           6.852
             118            26.9           7.743
             119           45.62           7.185
             120          -43.79           7.245
             121          -23.51           7.601
             122           48.28           7.076
             123           62.92           8.051
             124          -57.39           6.806
             125          -6.745           11.82
             126           42.08           6.941
             127           115.9           10.82
APV               58              11               0               2
               0           48.76           28.44
               1         -0.2024           24.34
               2            12.3              22
               3           -19.7           21.79
               4          -141.8           8.744
               5          -51.57            7.58
               6          -3.637           10.91
               7           27.65            8.16
               8          -71.73           7.098
               9           -20.3           6.981
              10           17.95            7.91
              11           41.09           7.822
              12          -56.69           8.706
              13          -7.387           7.082
              14          -7.181           7.502
              15           31.17            7.87
              16          -41.47           7.744
              17           -23.2            6.64
              18          -15.54           12.34
              19           19.94           6.773
              20          -61.08           7.378
              21          -17.39           6.619
              22           20.33            7.91
              23           37.48           6.435
              24          -53.56           6.901
              25          -4.853           6.878
              26          0.2408           6.972
              27           26.64           7.007
              28          -33.68           6.878
              29           6.329           7.809
              30           19.02           6.591
              31           74.61           7.548
              32          -9.147           7.926
              33           -26.2           7.548
              34           10.11           9.924
              35           15.57           7.455
              36          -52.89           7.394
              37          -33.72           6.985
              38           30.66           8.281
              39           52.01            8.06
              40          -57.19           7.359
              41          -18.58           6.783
              42           11.42           8.532
              43           45.98           8.019
              44          -53.62           7.948
              45           5.041           7.473
              46            10.1           7.153
              47           64.18           8.466
              48          -46.15           7.958
              49           2.711           6.576
              50          -5.044           10.14
              51           19.12           6.556
              52          -29.15             7.3
              53          -7.666           6.615
              54           11.35           7.663
              55           43.98           6.623
              56          -36.72           6.836
              57          -12.23           7.174
              58           4.473           6.823
              59           57.34           7.078
              60          -46.71           6.402
              61          -29.23           8.706
              62           10.67           6.485
              63           44.48           7.964
              64          -56.17           7.379
              65          -24.98             6.9
              66           8.826           10.32
              67           37.65           8.006
              68          -52.43           7.323
              69           -27.6           6.583
              70           2.269           9.159
              71           53.35            7.66
              72          -43.71            7.38
              73          0.2849           6.564
              74           30.06           8.042
              75           62.46           7.922
              76          -61.05            7.28
              77           3.721           6.728
              78           34.69           7.246
              79           72.47           8.508
              80          -30.84           7.921
              81          -3.394           6.573
              82           32.24           8.855
              83           43.22            6.49
              84          -55.95           7.456
              85           3.168           6.599
              86           27.01           7.164
              87           41.43           6.494
              88           -47.2           6.784
              89          -2.824           7.087
              90           9.534           6.598
              91           41.74           7.181
              92          -61.75            6.37
              93          -4.712           8.627
              94           35.71           6.442
              95           72.33           8.247
              96          -42.17           7.377
              97          -27.77           6.959
              98          -12.85            9.54
              99           20.83           8.473
             100          -68.91           7.249
             101          -4.808            6.83
             102           15.52           8.283
             103           51.27           7.558
             104          -35.97            7.78
             105         -0.6287           7.032
             106           21.88            7.76
             107           54.79           8.026
             108          -54.74           7.212
             109           1.301           7.044
             110           29.11           7.789
             111           82.72           8.911
             112          -36.06           7.734
             113          -20.46           6.435
             114              19           8.166
             115           38.38           6.531
             116           -26.2           7.227
             117          -9.096           6.518
             118           11.05           6.808
             119           50.07           6.648
             120          -43.51             6.7
             121           2.917           7.104
             122            11.6           6.385
             123           51.78           7.466
             124          -48.23           6.272
             125          -13.08           10.32
             126           14.44           6.326
             127           101.2           9.098
APV               58              11               0               3
               0           43.93           28.32
               1          -18.83            23.5
               2          -13.25           20.73
               3           25.43           21.06
               4          -156.3           8.653
               5          -76.15            7.45
               6          -12.22           10.27
               7           38.03           8.183
               8          -74.33               7
               9          -33.02           7.204
              10           28.64           7.763
              11           54.32            8.01
              12          -73.75           7.736
              13           -9.88           7.153
              14           28.49            7.42
              15           58.26           8.016
              16          -52.83           7.582
              17          -48.61           6.499
              18           17.98           12.87
              19           44.01           6.791
              20          -74.61           7.276
              21          -49.32            6.69
              22         -0.9666           8.095
              23           52.83           6.528
              24          -38.83           6.929
              25          -15.72           6.965
              26           10.22           7.084
              27            68.4           7.059
              28          -38.28           6.492
              29          0.4987           8.004
              30           43.33           6.686
              31           70.09            7.49
              32          -70.84           7.462
              33          -40.71           7.354
              34           4.289            7.52
              35           45.32           7.804
              36          -69.35           7.183
              37          -46.92           7.022
              38           34.79           8.001
              39           58.62           7.885
              40          -59.11            7.22
              41          -20.95           6.771
              42           26.24            8.41
              43            54.5           8.127
              44          -52.81           7.792
              45           -5.88           7.685
              46           37.61           7.115
              47            60.7           8.405
              48           -52.7           7.834
              49          -34.81           6.511
              50          -6.984           10.65
              51           46.42           6.544
              52          -62.25           7.006
              53          -30.44           6.646
              54           23.79           7.768
              55           57.51           6.467
              56          -51.23           6.713
              57          -27.81           7.121
              58           26.36           6.927
              59           72.78           7.051
              60          -32.91           6.507
              61          -8.117           8.701
              62           25.84            6.53
              63           76.95               8
              64          -56.52           7.318
              65          -52.65           6.748
              66          -6.974            9.44
              67           63.95           8.005
              68          -58.82           7.177
              69          -28.71           7.132
              70           18.57           8.581
              71           71.48           7.793
              72          -63.62           6.993
              73          -22.91           6.495
              74           18.25           7.782
              75           66.89           7.961
              76             -54           7.123
              77           2.294           6.911
              78           52.58           7.219
              79            82.1           8.424
              80          -72.18           7.764
              81          -47.89           6.344
              82           6.352           8.939
              83           54.14            6.33
              84          -70.46           7.201
              85          -42.02            6.49
              86           8.873           7.233
              87           71.13           6.428
              88          -53.92           6.615
              89          -30.94           7.088
              90           18.21           6.647
              91           57.44           7.098
              92           -45.1           6.262
              93           9.115           8.748
              94           42.46           6.453
              95           82.95           8.105
              96          -74.09           7.151
              97          -38.19           6.771
              98           14.04           8.918
              99           47.48           8.404
             100          -81.11           7.045
             101          -28.43           6.793
             102           32.51           7.844
             103           68.22           7.549
             104          -67.22           7.341
             105           -3.66           7.437
             106            25.8           7.474
             107           60.94           8.035
             108          -68.76           6.753
             109           11.97           7.627
             110           53.49           7.744
             111           110.7           8.856
             112          -61.89           7.504
             113          -43.85           6.938
             114           12.29           8.315
             115           52.43           6.348
             116           -58.8           6.907
             117          -46.17           6.396
             118           25.92           6.862
             119           72.22           6.524
             120          -56.53           6.493
             121          -4.052           7.143
             122           52.29           6.514
             123           75.35            7.41
             124          -37.67           6.193
             125         -0.7734           10.55
             126           47.33            6.35
             127           113.4           8.859
APV               58              11               0               4
               0           58.47           30.01
               1          -30.88           25.86
               2          -29.03           23.34
               3           13.74           22.82
               4          -136.9           9.546
               5          -59.04           8.101
               6          -16.14           11.38
               7           22.67           8.551
               8           -61.2           7.893
               9          -27.72           7.871
              10           2.586           8.456
              11           56.47           8.548
              12          -46.59           8.753
              13           -27.4           7.917
              14           11.28           8.362
              15           61.95           8.463
              16          -29.81           8.725
              17          -28.07           7.237
              18          -26.42           13.82
              19           39.42           7.524
              20          -64.84           8.234
              21          -10.85           7.311
              22          -25.37           8.947
              23            50.2           7.225
              24          -51.07           7.928
              25          -28.35           7.499
              26           18.38           7.894
              27           63.24           7.687
              28          -41.84            7.29
              29          -30.72           8.517
              30           11.38           7.584
              31           83.47           8.132
              32           -37.3           8.636
              33          -32.89           8.273
              34          -11.81           8.565
              35           34.78           8.353
              36          -56.44           8.033
              37          -43.44           7.582
              38           21.76           9.017
              39           63.64           8.321
              40          -29.92           8.254
              41          -14.58            7.51
              42           17.68           9.147
              43           62.94           8.589
              44           -35.1           9.039
              45          -6.411           8.528
              46           13.08           7.944
              47           89.68           9.014
              48          -40.73           8.931
              49          -41.15           7.149
              50          -12.26           11.46
              51           12.38           7.256
              52           -46.5           8.057
              53          -52.61           7.159
              54          -12.58           8.629
              55            57.9           7.137
              56          -35.15           7.628
              57          -10.63           7.798
              58           26.93           7.973
              59           68.43           7.721
              60          -42.15           7.135
              61          -33.16           9.595
              62           30.16           7.404
              63           83.24           8.546
              64          -39.84            8.33
              65          -53.47           7.488
              66           9.131           11.17
              67           35.87           8.943
              68          -46.66           8.069
              69          -14.42           7.243
              70          -2.933           9.715
              71           30.69           8.151
              72          -18.57           8.134
              73          -27.56           7.155
              74           13.61           8.621
              75           68.28           8.437
              76          -37.03           8.192
              77          -14.69           7.614
              78           9.934           7.963
              79           101.8           9.143
              80           -54.7           8.809
              81          -47.42           7.024
              82           2.241           9.757
              83           34.25           7.356
              84          -58.65           8.305
              85          -33.64           7.052
              86            1.32           7.913
              87           47.42           7.257
              88          -58.31           7.475
              89           -20.7           7.794
              90           34.15           7.381
              91           71.25           7.841
              92          -28.52           7.073
              93          -34.99           9.561
              94           42.62           7.169
              95           102.3           8.807
              96          -37.27           8.275
              97          -44.16           7.601
              98           14.56           10.59
              99           47.33           9.183
             100          -40.62           8.013
             101          -37.93           7.454
             102           2.109           9.026
             103           77.55           8.297
             104          -35.01           8.336
             105          -17.49           8.171
             106           18.12           8.378
             107           70.19           8.714
             108           -47.7           7.943
             109          -18.46           8.197
             110           36.15           8.595
             111           117.7           9.544
             112          -46.42            8.66
             113          -31.86           7.003
             114         -0.8688           9.088
             115           55.29            7.24
             116          -39.71           7.924
             117          -23.99           7.012
             118            13.2           7.623
             119           67.93           7.214
             120          -29.87           7.395
             121          -17.43           7.789
             122           34.65            7.22
             123           60.65           7.971
             124          -43.75            6.93
             125           -21.7            11.9
             126           34.73           7.676
             127           162.8           9.693
APV               58              11               0               5
               0           35.66            31.5
               1          -23.11           27.15
               2            7.56            24.9
               3           18.11           24.55
               4          -188.9           9.655
               5          -43.26           8.169
               6           6.656           11.99
               7           23.81           8.978
               8            -113           7.786
               9          -30.24             7.7
              10           63.68           8.894
              11           70.37           8.605
              12          -82.51           8.829
              13           2.667           7.832
              14           55.83            8.71
              15           49.47           8.863
              16          -76.81           8.457
              17          -57.48           7.185
              18           19.73           15.06
              19           35.01           7.689
              20          -91.96           8.271
              21          -40.75           7.244
              22           2.257            8.91
              23           63.48            7.34
              24          -104.2           7.636
              25          -16.05           7.545
              26           36.57           7.836
              27           53.24           7.719
              28          -88.29           7.094
              29           -1.83           8.419
              30           49.91            7.58
              31           67.43           8.282
              32          -60.23           8.505
              33          -52.19           8.144
              34           21.11           9.158
              35            60.4           8.793
              36          -108.7           8.011
              37           -22.3           7.575
              38            30.2           9.286
              39           85.36           8.711
              40          -103.7           8.171
              41          -4.207           7.416
              42           61.65           9.577
              43           66.88           8.806
              44          -97.87           8.833
              45           26.49           8.444
              46           63.44            8.24
              47           68.88           9.158
              48          -85.17           8.554
              49          -60.57           7.169
              50           13.18           11.54
              51            74.5           7.363
              52          -94.18            7.91
              53          -33.88           7.271
              54           22.94           8.608
              55           73.01           7.305
              56          -79.95           7.492
              57          -5.238           7.841
              58           48.11           8.142
              59           62.53           7.747
              60          -73.53           7.058
              61            28.3           9.434
              62           50.89           7.379
              63           90.28           8.746
              64          -91.11           8.299
              65          -45.73           7.593
              66           26.98           11.68
              67           62.45           9.174
              68          -106.9           7.919
              69          -28.32            7.22
              70           44.23           10.33
              71           58.47           8.603
              72          -89.01           8.041
              73         -0.1784           7.243
              74            70.7           9.265
              75           85.77           8.868
              76          -58.86           8.088
              77           12.64             7.7
              78           64.67           8.328
              79           69.14           9.631
              80          -87.23           8.606
              81          -31.14           7.221
              82           21.46           9.853
              83           35.65           7.288
              84          -86.56             8.3
              85             -27           7.177
              86           9.522           7.916
              87           60.29            7.28
              88          -82.66           7.385
              89          -18.22           7.927
              90           49.84           7.421
              91           63.33           7.999
              92          -78.72           7.063
              93           13.75           9.539
              94           59.28           7.169
              95           99.06           9.584
              96          -102.4           7.848
              97          -50.77           7.537
              98            28.7           11.05
              99           61.51           9.488
             100          -101.3           7.903
             101          -21.59            7.47
             102           53.58           9.391
             103           59.85           8.397
             104          -81.24           8.394
             105           1.517           7.975
             106           59.72           8.939
             107           76.28           8.981
             108          -78.56           7.866
             109            16.1           8.059
             110           59.64           8.977
             111           100.7           9.677
             112          -94.07           8.342
             113           -35.8           7.018
             114           21.89           9.054
             115           52.03           7.206
             116          -115.3           7.606
             117          -38.82           7.056
             118           29.15           7.623
             119           63.47           7.264
             120          -88.74           7.225
             121          -8.985           7.786
             122           61.15           7.282
             123           58.47           8.314
             124          -55.27            6.99
             125           9.393           11.32
             126           77.86           7.744
             127           137.2            9.76
APV               58              11               0               6
               0            87.9           33.15
               1           9.954           27.56
               2          -4.597           24.89
               3          -13.63           24.13
               4            -144           9.814
               5           -36.6           8.345
               6          -17.92           10.88
               7            19.4           8.942
               8          -34.44             8.1
               9           8.701           7.763
              10          -3.684           8.463
              11           49.76           8.666
              12          -32.68           8.983
              13          -12.99           7.687
              14          0.2003           8.233
              15           49.68           9.174
              16          -42.99           8.675
              17          -16.97           7.424
              18          -8.194           12.89
              19            17.6           7.541
              20          -45.47            8.43
              21          -22.71           7.479
              22          -5.013           8.594
              23           23.94           7.297
              24          -51.26           7.975
              25          -12.63           7.608
              26          -2.216           7.641
              27           28.88           7.815
              28          -30.76           7.544
              29          -11.03           8.277
              30           28.55           7.506
              31           66.24           14.17
              32          -42.14           8.542
              33           -17.9            8.49
              34           5.733            8.22
              35           18.61           8.376
              36           -16.5           8.308
              37          -29.43           7.522
              38           3.968           8.692
              39            46.6           8.776
              40          -43.56           8.363
              41          -19.17           7.561
              42           9.364           8.976
              43            51.9           8.876
              44          -23.99           9.001
              45           5.304           8.209
              46           16.07           8.003
              47           65.98           9.724
              48          -22.73           8.987
              49          -5.147           7.449
              50          -24.54           10.76
              51           28.77           7.362
              52          -23.23           8.275
              53           -14.8           7.395
              54          -4.968           8.243
              55           37.75           7.219
              56          -39.45           7.839
              57          -21.76           7.698
              58           24.28           7.782
              59           42.85             7.9
              60          -20.44           7.367
              61           -12.9           9.004
              62           6.827           7.277
              63            69.4           8.944
              64          -43.85           8.399
              65          -8.177            7.88
              66           7.523           10.42
              67           30.92           8.719
              68          -26.87            8.21
              69          -9.035           7.395
              70         -0.8396           9.427
              71           39.76           8.544
              72          -54.69           8.133
              73          -33.59           7.253
              74           7.673           8.547
              75           50.68           8.562
              76          -34.04           8.267
              77           4.643           7.513
              78           12.26           7.943
              79           80.48           9.528
              80          -27.57           8.944
              81          -43.23           7.239
              82          -23.24           9.046
              83           7.095           7.281
              84          -24.38           8.514
              85          -12.83            7.36
              86           1.978            7.58
              87           59.84           7.382
              88          -41.37           7.682
              89          -21.04            7.74
              90           17.21           7.217
              91           39.56           7.903
              92          -44.47           7.364
              93          -15.99           9.021
              94           10.99            7.14
              95            68.9           9.149
              96          -22.47           8.329
              97          -17.65           7.703
              98           2.659           9.747
              99           23.78           9.245
             100             -23           8.172
             101          -11.15           7.453
             102            20.4           8.821
             103           28.66           8.461
             104          -47.14            8.55
             105          -4.843           7.918
             106          -9.775           8.542
             107           52.15           8.779
             108          -39.85           8.054
             109           1.076           7.826
             110           32.58           8.486
             111           98.14           9.892
             112          -29.99           8.613
             113           -14.6           7.318
             114          -5.137           8.501
             115           15.73           7.229
             116           -60.1           8.016
             117          -23.48           7.063
             118           4.365           7.363
             119           54.74           7.424
             120          -31.62           7.618
             121          -18.52           7.694
             122          -0.836           7.104
             123           58.47           8.141
             124          -28.69           7.087
             125          -22.79           10.58
             126           34.92           7.584
             127           118.3           10.03
APV               58              11               0               7
               0           87.94           33.96
               1          -13.47            29.2
               2          -18.99           26.71
               3           8.492            25.1
               4          -170.9           13.57
               5          -44.91           8.518
               6          -25.46            10.3
               7           33.06           9.657
               8          -55.41            8.62
               9          -41.65           9.416
              10           4.708           7.958
              11           57.08           9.334
              12          -45.77           8.722
