#Wed May 28 15:20:24 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
               0           67.71           30.06
               1          -16.71           25.23
               2           16.84           22.56
               3          -21.36           22.99
               4          -157.7             9.2
               5          -71.47           7.469
               6          -1.461           10.05
               7           32.97           8.183
               8          -70.93           7.418
               9          -13.06           7.558
              10           24.44           7.811
              11           65.11           8.162
              12          -39.09            8.31
              13          -13.58           7.949
              14           47.92           7.554
              15           73.86           8.144
              16          -62.36           8.041
              17          -43.59           6.703
              18          0.4091              11
              19           16.13           6.782
              20          -77.95           7.613
              21           -25.5           6.838
              22           17.59           7.454
              23           43.32            6.74
              24          -68.66           7.163
              25          -9.644           7.145
              26           23.19           6.835
              27           46.28           7.188
              28          -61.36           6.759
              29          -17.01           8.586
              30            35.4           6.679
              31           73.69           7.649
              32          -60.18           8.093
              33          -35.95           7.177
              34           13.47           7.941
              35           40.74           7.827
              36          -72.19           7.734
              37          -32.44           6.939
              38           31.75           7.935
              39            66.5           8.007
              40          -43.41             7.8
              41          -10.96           7.322
              42           19.82           8.294
              43           51.25           8.141
              44          -70.42           7.456
              45           5.964           9.367
              46           34.76           7.264
              47           81.23           8.523
              48          -67.83           8.072
              49          -44.53           6.755
              50           5.736           9.166
              51           21.38            6.65
              52          -72.53           7.319
              53           -18.4           6.908
              54           8.879           7.209
              55           39.84           6.693
              56          -65.77           7.068
              57          -16.91           7.569
              58           17.29           6.806
              59           42.45           7.244
              60          -38.83           6.696
              61          -27.79           9.587
              62            41.9           6.551
              63           97.82           8.152
              64          -69.45           7.935
              65          -34.21           6.826
              66            20.6           9.589
              67           39.57           7.725
              68          -60.14           7.711
              69          -1.151           6.476
              70           21.97           8.484
              71           55.47           7.718
              72           -68.4           7.665
              73          -19.45           6.533
              74           41.27           7.787
              75           70.83           7.868
              76          -39.49           7.164
              77          -25.38           7.057
              78           42.71           7.088
              79           92.87           8.532
              80          -85.68            7.97
              81          -30.05           6.664
              82           15.53           8.169
              83           22.48           6.505
              84          -63.78           7.761
              85          -20.04           6.625
              86           25.36           6.923
              87           57.11           6.622
              88          -52.15           8.622
              89          -7.434            7.05
              90           14.23             6.5
              91           65.65           7.305
              92          -34.12            6.68
              93           14.75           7.941
              94           26.99           6.327
              95           107.1           8.287
              96          -54.89           7.858
              97          -42.67           6.597
              98           1.411           8.993
              99           27.63           8.264
             100          -65.96           7.696
             101          -8.674           6.651
             102           46.42           7.929
             103           61.03           7.624
             104          -72.07           7.597
             105           11.96           7.915
             106           19.06           7.476
             107           82.18           8.117
             108          -49.79           6.978
             109          -2.841           8.075
             110           40.19           7.563
             111           115.3           8.856
             112          -64.26           7.875
             113          -19.81           6.676
             114          -11.94           7.709
             115           21.36           6.523
             116          -58.55           7.374
             117          -24.22           6.442
             118           14.72           6.722
             119           53.28           6.732
             120          -59.21            6.79
             121          -28.99           6.889
             122           17.39           6.423
             123           39.78           7.543
             124          -38.86           6.561
             125          -15.95           9.013
             126           36.12           6.374
             127           151.1           8.977
APV               58              11               0               1
               0           50.31           31.93
               1          -4.298           27.68
               2         -0.7737           25.64
               3          -20.65           25.74
               4          -147.3           9.514
               5           -44.4           7.858
               6           2.169           13.25
               7           44.33           9.443
               8          -62.82           7.742
               9          -29.64           7.777
              10            24.4           9.319
              11           36.71           9.142
              12          -45.82           8.725
              13          -16.39           7.795
              14            21.2           8.944
              15           46.92            9.29
              16          -57.13           8.915
              17          -30.72           6.983
              18          -1.535           15.75
              19           26.63           7.375
              20          -58.51           8.206
              21          -18.65           7.002
              22           20.82           9.382
              23           37.71           7.078
              24          -65.16           7.673
              25          -41.45           7.358
              26           27.87           7.951
              27           41.34           7.858
              28          -54.09           7.117
              29           -28.3           8.797
              30           38.57            7.35
              31           64.21           9.117
              32          -57.02           8.949
              33          -19.11           7.826
              34           6.276           9.538
              35           17.52           9.248
              36          -59.21           8.017
              37          -16.97           7.627
              38           35.65           9.896
              39           46.61           8.781
              40           -40.9           8.076
              41          -11.36           7.342
              42           43.67           10.27
              43           43.48           9.122
              44          -9.928           16.79
              45          -10.65           8.789
              46            38.1           8.248
              47           69.57           17.92
              48          -62.37           9.061
              49          -40.09           6.998
              50           4.511            12.9
              51           26.19            7.17
              52          -47.21           8.069
              53          -17.88           6.993
              54           8.222           8.744
              55           41.46           7.152
              56          -49.87           7.416
              57          -21.96           7.748
              58           21.35           7.748
              59           44.57           7.859
              60           -25.8           7.187
              61           -14.3            9.76
              62           18.33           7.129
              63           77.43           19.15
              64          -45.08           8.468
              65          -24.59           7.374
              66           19.16           12.62
              67           15.13           9.408
