#Wed Apr  9 15:01:56 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
             107           81.31           7.982
             108          -49.29           7.001
             109          -3.054           8.005
             110           40.06           7.391
             111           114.1           8.847
             112          -64.12           7.799
             113          -19.84           6.646
             114             -11           7.711
             115           21.45            6.49
             116           -58.4           7.371
             117          -23.86           6.385
             118           15.34           6.667
             119           53.27           6.793
             120           -59.5           6.969
             121          -28.27           6.866
             122           17.56           6.473
             123           39.39           7.444
             124          -38.15           6.518
             125          -15.25           8.863
             126           36.19           6.438
             127             150           8.877
APV               58              11               0               1
               0           50.65           31.99
               1          0.2688           31.14
               2        -0.07747           25.47
               3          -20.47           25.56
               4          -147.2           9.462
               5          -45.63           7.806
               6           1.435           13.24
               7           43.57           9.383
               8          -62.46           7.668
               9          -30.57           7.674
              10           23.96           9.178
              11           36.52           9.002
              12          -46.01           8.579
              13          -16.71           7.771
              14           20.93           8.771
              15           47.08           9.199
              16          -56.86           8.802
              17          -31.03           6.872
              18          -2.749           14.96
              19           26.14           7.298
              20          -57.83            8.22
              21          -19.55           6.951
              22           19.72           8.989
              23           37.24           7.016
              24          -64.42            7.59
              25          -41.49           7.274
              26           27.65            7.67
              27           41.37           7.674
              28          -53.75            7.13
              29          -28.19           8.538
              30           38.51           7.293
              31           64.54           9.144
              32           -56.6            8.78
              33          -20.04           7.718
              34           5.371           9.428
              35           16.98           9.054
              36          -58.28           8.069
              37          -17.94           7.452
              38           35.27           9.851
              39           45.98           8.771
              40          -40.97           7.984
              41          -12.42           7.231
              42           43.06           10.16
              43           43.28           9.074
              44           -10.2           16.09
              45          -11.15           8.719
              46           38.18           8.271
              47           69.97           17.28
              48          -61.22           9.128
              49          -41.15           6.874
              50           3.571           12.29
              51           26.03           7.068
              52          -46.27           7.967
              53          -18.83           6.978
              54           8.054           8.456
              55           40.71           7.127
              56          -49.57           7.424
              57          -21.99           7.662
              58           21.13           7.531
              59           43.84           7.838
              60          -25.99            7.29
              61          -14.62           9.473
              62           18.25           7.024
              63           77.63           18.43
              64          -44.32           8.395
              65          -24.66           7.284
              66           19.13           12.28
              67            15.8           9.217
              68          -69.77           8.126
              69          -46.64           6.817
              70           35.97           10.92
              71           37.72           8.492
              72          -58.25            7.96
              73          -23.66           6.763
              74           42.41           9.323
              75           34.85           8.553
              76          -39.45           7.778
              77          -17.17           7.326
              78           17.53           8.388
              79           80.75           9.343
              80          -40.43           9.108
              81          -33.26           6.934
              82           8.838           10.27
              83           23.16           6.876
              84          -45.22           8.447
              85          -17.43           6.989
              86           16.68           7.984
              87           66.21           7.052
              88          -48.88           7.355
              89          -23.54           7.707
              90           36.98            7.25
              91           49.09           7.894
              92           -38.1           6.959
              93           -22.2           9.811
              94           18.84           6.894
              95           74.86           8.944
              96          -45.46           8.231
              97           -24.9           7.302
              98           24.36           11.48
              99           46.99           9.688
             100          -61.99           7.955
             101          -1.012           7.382
             102           17.71           9.421
             103           41.71           8.437
             104          -47.55           8.252
             105          -7.429           8.054
             106           27.73           8.967
             107           57.63           8.878
             108          -34.72             7.5
             109          -6.229           8.157
             110           42.08           9.322
             111           75.06           9.898
             112          -41.44           8.806
             113          -34.08            6.74
             114           29.39           9.427
             115           42.54           6.922
             116          -46.81           7.824
             117          -26.21           6.874
             118           24.91           7.642
             119           45.04           7.087
             120          -42.52           7.257
             121          -23.72           7.628
             122           46.14           6.973
             123            61.7           8.135
             124          -56.12           6.785
             125          -7.701           11.82
             126           40.22           6.973
             127           114.8           10.73
APV               58              11               0               2
               0           47.88           28.38
               1          -2.906           24.26
               2           12.85           22.02
               3          -16.45            21.7
               4          -144.2           8.666
               5          -53.77           7.565
               6          -3.338            11.1
               7           30.28            8.27
               8          -74.11           7.108
               9          -22.46           7.127
              10           19.17           7.979
              11           44.17           7.885
              12          -59.73           8.663
              13           -9.33           7.193
              14          -4.056           7.579
              15           34.42           7.841
              16          -43.44           7.867
              17          -24.99           6.607
              18          -15.18           12.75
              19           22.55           6.651
              20          -62.81           7.475
              21          -19.21           6.556
              22           20.35           8.046
              23            39.3           6.488
              24          -55.88           6.958
              25           -7.26           6.928
              26            1.82           6.911
              27           29.64           7.031
              28          -35.96           6.961
              29           5.218            7.96
              30           22.17           6.613
              31           77.72           7.685
              32           -11.4            7.93
              33          -28.42           7.623
              34            11.2           10.32
              35           18.11           7.565
              36          -55.66           7.304
              37          -36.19           7.185
              38           30.86           8.446
              39           53.93           8.091
              40          -59.94           7.296
              41          -20.99           6.826
              42           13.36           8.666
              43           48.41           8.024
              44          -56.31           8.112
              45           4.501             7.5
              46           12.88           7.154
              47           66.76           8.465
              48          -48.09           8.048
              49          0.8658           6.648
              50          -5.266           10.31
              51           21.68           6.526
              52          -31.67           7.349
              53          -9.778           6.772
              54           12.21           7.642
              55              46           6.595
              56          -39.11           6.879
              57          -13.53           7.193
              58           7.131           6.815
              59           60.65           7.131
              60          -49.09           6.382
              61          -29.21           8.894
              62           14.03           6.484
              63           47.29           7.993
              64          -58.15           7.394
              65          -27.62           6.986
              66           8.975           10.68
              67           40.34           8.145
              68          -55.06           7.361
              69          -29.75           6.634
              70           2.737            9.19
              71           56.06           7.719
              72          -45.98           7.376
              73          -1.665           6.513
              74           31.75           8.037
              75           65.06           7.867
              76          -63.65            7.39
              77           2.253           6.785
              78           37.15           7.299
              79            75.1           8.609
              80          -33.04           8.025
              81          -5.317           6.471
              82           31.94           9.061
              83           45.38           6.577
              84          -58.37           7.599
              85           1.041           6.669
              86           27.11           7.272
              87           43.68           6.564
              88          -49.32           6.805
              89          -4.173           7.241
              90           10.83            6.59
              91           44.64           7.193
              92          -63.18           6.453
              93          -5.968           8.804
              94           37.79           6.381
              95           74.85           8.318
              96          -44.51           7.356
              97           -29.5           7.042
              98          -12.03           9.757
              99           23.69           8.511
             100          -71.21           7.253
             101          -6.862           6.931
             102           16.74           8.298
             103           53.83           7.661
             104          -38.52           7.666
             105          -1.979           7.049
             106           23.73           7.767
             107           57.18           8.122
             108          -56.91           7.247
             109          0.6905           7.096
             110           31.39           7.825
             111           85.06           8.918
             112          -38.07           7.839
             113          -21.72           6.449
             114           19.45           8.396
             115           40.79           6.467
             116          -28.51           7.219
             117           -11.1           6.473
             118           12.08            6.93
             119           52.89            6.68
             120           -45.1           6.687
             121           1.905            7.15
             122           13.62           6.441
             123            54.5           7.509
             124          -50.31           6.281
             125          -14.13           10.63
             126           16.95           6.318
             127             103           9.063
APV               58              11               0               3
               0           45.36           28.27
               1           -18.8           23.45
               2          -13.07           20.74
               3           25.37           21.01
               4          -156.7           8.602
               5          -75.82           7.493
               6          -11.82           10.51
               7           38.47           8.338
               8          -75.02           7.005
               9          -32.13            7.33
              10           28.16           7.875
              11           55.42           8.142
              12          -73.21           7.734
              13          -8.988           7.348
              14           28.36           7.561
              15           59.94           8.104
              16           -53.2           7.619
              17          -48.92           6.499
              18           15.47           13.46
              19           43.37           6.699
              20          -75.36           7.287
              21          -49.46            6.67
              22          -1.704           8.335
              23           52.89           6.443
              24          -39.08           6.891
              25           -14.7           6.999
              26           10.01           7.114
              27           68.59            7.04
              28           -37.8           6.484
              29          0.9387            8.15
              30           42.31           6.684
              31           71.25           7.524
              32          -70.93           7.563
              33          -41.34           7.506
              34           5.054           7.821
              35           45.29           8.037
              36          -69.76           7.122
              37          -46.88           7.117
              38           35.61            8.24
              39           59.35           8.064
              40          -59.16           7.169
              41          -19.44           6.974
              42           26.96           8.658
              43           55.67           8.156
              44          -53.13           7.923
              45          -4.157           7.692
              46           37.66            7.24
              47            62.6            8.53
              48          -53.17           7.973
              49          -35.22           6.498
              50          -8.519           10.98
              51           45.81           6.555
              52          -62.78           7.134
              53          -29.93           6.749
              54           22.97            7.86
              55           58.06           6.511
              56          -51.05           6.722
              57          -27.23           7.304
              58           24.97           7.009
              59            73.5           7.119
              60           -32.7           6.464
              61          -7.947           8.989
              62            25.5            6.55
              63           79.28           8.025
              64          -56.94            7.31
              65          -52.71           6.736
              66          -5.445           9.819
              67           64.37           8.122
              68          -59.71           7.065
              69          -29.14           7.248
              70           19.86           8.782
              71           71.68           7.752
              72           -64.7           6.979
              73          -22.38           6.602
              74           18.51           7.812
              75           67.82           7.951
              76          -54.99            7.19
              77           1.947            7.03
              78           52.61           7.369
              79           83.61           8.438
              80          -72.42           7.732
              81          -48.51           6.359
              82           5.186           9.331
              83           53.61           6.334
              84          -70.74            7.33
              85          -42.86           6.477
              86           8.515           7.445
              87            71.5           6.494
              88          -54.58           6.597
              89           -31.6           7.209
              90           17.83           6.678
              91           58.28            7.14
              92          -45.76           6.296
              93            6.91           9.107
              94           42.47           6.383
              95           83.91           8.166
              96          -74.63           7.161
              97          -39.23           6.871
              98            14.9           9.154
              99           47.68           8.542
             100          -82.26           6.989
             101          -28.35           6.945
             102            32.8            8.05
             103           68.94           7.711
             104          -68.12           7.383
             105          -3.174           7.498
             106           25.88           7.614
             107           61.97           8.005
             108          -69.36           6.796
             109           11.76           7.652
             110           54.21           7.928
             111           111.8           8.951
             112          -62.33            7.63
             113           -44.1           7.012
             114            11.7           8.533
             115           52.29           6.403
             116          -59.95           6.898
             117          -46.73           6.385
             118           24.52           7.051
             119           72.64           6.463
             120          -57.14           6.466
             121          -4.875           7.215
             122           51.42           6.475
             123           76.21           7.384
             124           -38.3           6.228
             125          -2.794           11.05
             126           47.03           6.411
             127           115.2           9.065
APV               58              11               0               4
               0           59.92           29.98
               1           -31.8           25.65
               2          -29.44           23.37
               3           14.44           22.78
               4          -136.8           9.564
               5          -60.56           8.171
               6          -16.38           11.61
               7           23.06           8.633
               8          -61.86           7.868
               9          -28.92           8.031
              10           3.132           8.694
              11           57.37           8.627
              12          -47.83           8.777
              13          -29.31           8.079
              14           11.36           8.429
              15           62.95           8.543
              16          -29.25           8.806
              17          -28.11            7.29
              18          -27.48           14.35
              19           40.27           7.548
              20          -64.62            8.25
              21          -11.82           7.309
              22          -25.75           8.998
              23           50.95           7.276
              24          -51.62            7.82
              25          -29.44           7.672
              26           18.24           7.919
              27           64.21            7.69
              28          -42.02            7.33
              29          -31.98           8.773
              30           11.87           7.561
              31           84.25           8.107
              32           -36.9           8.646
              33          -34.19           8.346
              34          -11.82           8.866
              35           35.34           8.498
              36          -56.49            8.04
              37          -44.29           7.841
              38            21.8           9.177
              39           64.18           8.393
              40          -30.75           8.288
              41          -16.99            7.56
              42           17.84           9.275
              43           63.51           8.632
              44          -36.99           9.149
              45          -7.727            8.61
              46           13.02           7.963
              47           89.82           9.007
              48          -40.65           9.029
              49          -41.65           7.117
              50          -12.78           11.76
              51           12.86           7.342
              52           -46.2           8.141
              53          -52.96           7.231
              54          -12.75           8.629
              55           59.06           7.142
              56          -35.04           7.647
              57           -11.7           7.968
              58            27.5           8.052
              59            69.4           7.813
              60          -42.53           7.205
              61          -34.58           9.822
              62           30.29           7.471
              63           83.52           8.571
              64          -39.43           8.451
              65          -54.37           7.555
              66           9.133           11.48
              67           36.75            8.99
              68          -46.52           8.107
              69          -15.29           7.369
              70          -2.956           9.897
              71           32.22           8.254
              72          -19.39           8.159
              73          -28.72           7.236
              74            14.5            8.79
              75           69.48           8.608
              76          -37.81           8.329
              77          -15.15           7.727
              78           10.87           8.005
              79           102.2           9.181
              80          -53.81           8.996
              81          -47.51           7.129
              82           2.252              10
              83           34.81           7.372
              84          -58.18           8.387
              85          -34.25           7.125
              86           1.604           8.107
              87           48.51           7.211
              88          -58.57           7.472
              89          -20.77           7.912
              90           34.52           7.386
              91           72.59           7.819
              92          -28.69           7.088
              93          -35.66           9.722
              94           43.82           7.208
              95           102.5           8.904
              96          -37.35           8.225
              97          -45.12           7.646
              98            14.7           10.66
              99           48.21           9.318
             100          -40.92           7.959
             101          -39.03           7.594
             102           2.533           9.087
             103           78.46           8.272
             104          -35.39           8.569
             105          -17.45           8.117
             106           18.99           8.548
             107           71.14           8.727
             108          -48.25           7.965
             109          -18.89           8.198
             110           36.38           8.792
             111           117.6           9.646
             112          -46.17           8.738
             113          -31.94           7.027
             114          -1.084           9.219
             115           56.49            7.25
             116          -39.71           7.971
             117           -24.2           7.019
             118            13.9           7.695
             119           69.45           7.236
             120          -29.88           7.327
             121          -17.65           7.759
             122           35.43            7.24
             123           61.66           8.045
             124          -43.99           6.982
             125          -22.28           12.25
             126            35.5           7.725
             127           162.6            9.79
APV               58              11               0               5
               0           36.68           31.41
               1          -22.11           26.88
               2           6.857           25.01
               3            17.5           24.42
               4          -187.9           9.709
               5          -42.98           8.182
               6           6.492           12.09
               7           23.16               9
               8          -112.2           7.732
               9          -29.94           7.918
              10           63.07           9.109
              11           70.14           8.801
              12          -81.38           8.735
              13           3.134            8.08
              14           55.25           8.808
              15           49.43           8.822
              16          -75.77           8.618
              17          -57.18           7.154
              18           18.92           15.55
              19           34.12            7.67
              20          -91.04            8.23
              21          -40.57            7.23
              22           1.641           8.928
              23           63.07           7.451
              24          -103.2           7.609
              25          -16.26           7.551
              26           35.65           7.867
              27           53.11           7.714
              28          -87.33           7.079
              29          -1.697           8.517
              30           48.98           7.666
              31            66.9           8.267
              32          -59.15           8.669
              33          -51.62           8.203
              34           20.55           9.301
              35           59.36           8.831
              36          -107.8           8.024
              37          -22.06           7.778
              38           29.95           9.327
              39           84.55           8.789
              40            -103           8.209
              41          -3.618           7.592
              42           60.79           9.718
              43           66.51           8.851
              44          -96.61           8.821
              45           27.07           8.541
              46           62.53           8.256
              47           68.37           9.197
              48          -84.21           8.682
              49          -60.62           7.174
              50            12.8           11.75
              51           73.48           7.384
              52          -93.07            7.91
              53             -34           7.151
              54           22.42           8.679
              55           72.65           7.256
              56          -79.14           7.526
              57          -5.772           7.808
              58           47.78           8.013
              59            62.5           7.796
              60          -72.24           7.094
              61           28.18           9.579
              62           50.44           7.436
              63            90.1           8.673
              64          -90.38           8.229
              65          -45.32           7.568
              66           26.58           11.97
              67           61.36           9.147
              68            -106           8.003
              69          -27.65           7.232
              70           43.65           10.45
              71           57.91           8.586
              72          -88.31           8.107
              73         -0.1995           7.321
              74            69.3           9.229
              75           85.52           8.869
              76          -58.18           8.188
              77           12.71           7.755
              78           63.52           8.389
              79           68.63           9.754
              80          -86.62           8.596
              81          -30.85           7.143
              82            21.2           9.924
              83           35.22            7.37
              84           -85.8           8.323
              85          -26.45           7.186
              86           9.303           7.852
              87           60.06           7.345
              88          -81.57           7.413
              89           -18.1           7.906
              90           48.83            7.38
              91           63.17           7.971
              92          -77.84            7.07
              93           14.04           9.782
              94           58.37           7.087
              95           98.55           9.511
              96            -101           7.949
              97          -49.54           7.622
              98           27.92           11.12
              99           60.31           9.469
             100          -100.7           7.935
             101          -20.87           7.567
             102           52.92           9.381
             103           59.52           8.487
             104          -80.66           8.437
             105           1.518           7.992
             106           58.71           8.886
             107              76           9.037
             108          -77.87           7.921
             109           16.05           8.193
             110            58.6           8.981
             111           99.93           9.658
             112          -92.84           8.402
             113          -35.86           7.016
             114           21.52           9.194
             115           51.56           7.226
             116          -114.1           7.714
             117          -38.32           7.017
             118           28.65           7.688
             119           62.88           7.265
             120          -87.97           7.255
             121          -8.948           7.769
             122           60.39           7.324
             123           58.11           8.198
             124          -54.29           6.971
             125           9.145           11.55
             126           76.83           7.753
             127           136.5           9.892
APV               58              11               0               6
               0           88.61           33.31
               1            9.58           27.35
               2          -4.045           24.78
               3          -12.99           24.01
               4            -144           9.833
               5          -37.62           8.406
               6          -18.12           11.09
               7           18.93           9.026
               8           -35.1           8.075
               9           7.995           7.876
              10          -2.922           8.559
              11           50.08            8.84
              12          -33.17           8.876
              13          -12.75           7.837
              14           1.298            8.28
              15            49.8           9.233
              16          -43.29           8.918
              17          -17.39           7.496
              18           -8.21           13.74
              19           17.73           7.575
              20          -45.61           8.506
              21             -23            7.35
              22          -4.791           8.795
              23           24.15           7.349
              24          -51.55           8.036
              25          -13.26           7.543
              26          -1.459            7.65
              27           29.55           7.739
              28          -31.44           7.419
              29          -11.06           8.406
              30           29.12           7.542
              31           66.75           15.17
              32          -42.46            8.62
              33          -18.25           8.589
              34           5.913           8.359
              35              19           8.377
              36          -17.24           8.319
              37          -29.79           7.686
              38           3.897           8.833
              39           46.63           8.661
              40          -44.05            8.24
              41          -19.45           7.696
              42            10.4           9.073
              43           52.74           8.908
              44          -24.67           9.107
              45           5.473           8.107
              46           16.75           8.066
              47           65.85           9.685
              48          -22.77           9.179
              49          -5.858           7.368
              50          -24.64           11.23
              51           28.78            7.37
              52          -23.75           8.392
              53           -15.2           7.449
              54           -4.33           8.286
              55           38.37           7.278
              56          -39.47           7.884
              57          -21.57           7.778
              58           25.19           7.814
              59           43.43           7.842
              60          -20.74           7.361
              61          -12.79           9.093
              62           7.018           7.315
              63           69.34           8.925
              64          -44.12           8.522
              65          -8.253           7.947
              66           7.566           10.84
              67           31.37           8.784
              68          -27.31           8.196
              69          -9.244           7.408
              70         -0.9827           9.682
              71           39.86            8.56
              72          -54.86           8.234
              73          -33.68           7.297
              74           7.669           8.771
              75           51.02           8.692
              76          -34.15           8.395
              77           4.725           7.644
              78            12.6           8.012
              79           80.17           9.587
              80          -27.43            9.15
              81          -43.35            7.23
              82          -23.29           9.301
              83           7.091           7.301
              84          -24.91           8.618
              85          -13.12           7.276
              86           2.142           7.729
              87           60.09           7.476
              88          -41.87           7.778
              89          -20.92           7.867
              90           16.97           7.268
              91           40.07           7.901
              92          -44.66           7.252
              93          -16.38           9.399
              94            11.5           7.097
              95            68.9           9.184
              96          -22.45           8.296
              97          -18.29           7.834
              98           2.252           9.975
              99           24.22           9.319
             100          -23.53           8.177
             101          -11.08            7.66
             102           19.93           8.984
             103           28.78           8.606
             104          -47.02           8.509
             105          -3.919           7.913
             106          -10.48           8.504
             107           52.63           8.905
             108          -39.89           8.098
             109          0.8055           7.743
             110           32.88           8.625
             111           98.02           10.06
             112             -30           8.819
             113          -14.72           7.227
             114          -5.087           8.699
             115           15.77           7.171
             116          -59.89           7.986
             117          -23.94           7.097
             118           4.548           7.377
             119           54.92           7.372
             120          -31.48           7.669
             121          -18.73           7.734
             122         -0.4217            7.06
             123           58.97           8.154
             124          -28.94           7.149
             125          -22.88           11.08
             126           35.23           7.694
             127           117.5            10.1
APV               58              11               0               7
               0           86.33           33.92
               1          -13.09           28.98
               2          -19.22           26.84
               3           10.74           25.03
               4          -171.8           13.42
               5          -43.61           8.278
               6          -23.35            10.4
               7           33.67           9.572
               8          -56.23            8.73
               9          -41.96           9.925
              10           6.369           8.044
              11           57.37           9.359
              12          -45.63           8.729
