#Tue Mar 11 10:22:02 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
               0           64.76           30.25
               1          -18.36           25.38
               2           16.58           22.58
               3          -22.49           22.92
               4          -158.6           9.199
               5          -73.56           8.003
               6          -3.003              10
               7           30.86           8.141
               8          -68.34           7.392
               9          -10.05           8.022
              10            23.7           7.716
              11           63.21           8.145
              12          -37.68           8.232
              13          -12.79           7.924
              14           47.77           7.502
              15           71.42            8.12
              16          -63.98           7.942
              17          -46.62           6.709
              18         -0.7586           10.66
              19           15.04           6.772
              20          -78.16            7.62
              21           -25.5            6.76
              22            17.2           7.404
              23           41.71            6.75
              24          -66.06            7.15
              25          -5.354           7.108
              26           23.47           6.874
              27           45.27           7.172
              28          -60.66           6.699
              29          -18.11           8.269
              30           34.86           6.768
              31           71.64           7.636
              32          -61.76           8.076
              33          -38.85           7.177
              34           11.46           7.889
              35           38.72           7.792
              36          -71.71           7.574
              37          -31.89           6.934
              38           30.77            7.88
              39           64.43           7.925
              40          -41.17           7.869
              41          -7.599           7.245
              42           19.72           8.123
              43           49.42           7.947
              44           -70.1           7.455
              45            1.62           9.607
              46           33.57           7.209
              47           78.62           8.477
              48          -68.64            7.88
              49          -47.26           6.671
              50           4.574           9.049
              51           20.22           6.698
              52          -71.18           7.285
              53          -15.69           6.845
              54           8.947           7.152
              55           38.48           6.794
              56           -63.6            7.01
              57          -14.11           7.435
              58           17.68           6.793
              59           40.88           7.309
              60          -40.41           6.699
              61          -33.88           9.231
              62           41.36           6.557
              63           95.17           8.147
              64          -70.87           7.926
              65          -33.21           7.674
              66           21.72           9.303
              67           39.69           7.566
              68          -58.58           7.757
              69           1.086           7.231
              70           23.75           8.324
              71           54.79           7.587
              72          -66.31           7.674
              73          -17.45           7.109
              74           42.43           7.716
              75           69.44           7.929
              76          -38.48           7.202
              77           -24.6           7.049
              78           43.06           6.964
              79           90.52           8.499
              80          -86.39           7.922
              81          -28.27           6.737
              82           17.01           8.006
              83            22.3            6.52
              84           -62.3           7.765
              85          -17.17           6.632
              86           27.38           6.949
              87           56.64           6.634
              88          -51.08           8.573
              89          -5.998           6.985
              90           15.39           6.603
              91           64.39           7.321
              92          -33.25           6.694
              93           16.79           7.849
              94           27.91           6.359
              95           104.7           8.318
              96          -53.81           7.774
              97          -40.67           6.517
              98           2.298           8.831
              99           27.33           8.108
             100          -64.32           7.652
             101          -6.181           6.644
             102           47.61           7.823
             103           60.14            7.55
             104           -70.6           7.739
             105           13.03           9.289
             106           19.31            7.34
             107           79.68           8.028
             108          -49.24           6.973
             109          -1.982           8.025
             110           40.19           7.378
             111           112.6           8.838
             112          -63.25           7.762
             113          -17.63            6.65
             114          -10.07           7.662
             115           21.35           6.497
             116          -56.46           7.402
             117          -21.67           6.434
             118           16.57           6.671
             119           52.39           6.687
             120          -58.94           6.634
             121          -27.16           6.878
             122           18.31           6.508
             123           37.85           7.485
             124           -37.2            6.55
             125           -13.9           8.829
             126           36.61             6.4
             127           148.1           8.919
APV               58              11               0               1
               0           47.77           32.15
               1         -0.7245           31.31
               2           2.896           25.65
               3          -17.86           25.76
               4          -148.8           9.642
               5          -47.11           8.309
               6           2.868           13.34
               7           45.57           9.298
