#Tue Apr 15 10:19:36 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
              89          -20.28           7.824
              90           34.34           7.373
              91            71.7           7.759
              92          -28.68           6.933
              93          -34.84           9.497
              94           43.16           7.129
              95           101.2           8.744
              96           -38.4           8.149
              97          -44.59           7.513
              98           15.26           10.46
              99           47.94           9.088
             100          -41.35           7.991
             101          -38.19           7.412
             102           2.926           8.905
             103            77.5           8.198
             104          -35.78           8.334
             105          -16.84           8.012
             106           19.29           8.422
             107           70.43           8.639
             108          -48.07           7.898
             109           -18.2           8.074
             110           36.51           8.634
             111           116.2           9.497
             112          -46.86           8.626
             113          -31.59           6.935
             114         -0.4075           9.035
             115           55.73           7.217
             116          -40.12           7.819
             117          -23.48            7.02
             118           13.77           7.571
             119           68.77           7.151
             120          -29.88            7.28
             121          -16.82           7.704
             122           35.15           7.217
             123              61           7.912
             124          -43.72           6.873
             125          -21.42           11.78
             126           35.35           7.573
             127           160.9           9.698
APV               58              11               0               5
               0            38.6           31.04
               1          -21.38           26.86
               2           6.673           24.63
               3           16.05           24.33
               4          -186.9           9.515
               5          -42.56           8.115
               6           6.139           11.73
               7           22.65            8.91
               8            -111           7.681
               9          -29.72           7.612
              10           62.38           8.875
              11           69.23           8.596
              12          -80.62           8.715
              13           2.893           7.846
              14           54.85           8.569
              15           48.62           8.714
              16          -75.09           8.449
              17          -56.81           7.185
              18           18.42           14.97
              19           33.42           7.652
              20          -90.15           8.123
              21          -40.63           7.245
              22           1.717           8.706
              23           62.78           7.378
              24          -102.3           7.549
              25          -16.39           7.491
              26           35.06           7.748
              27           52.36           7.696
              28          -86.49           7.062
              29          -2.059           8.332
              30           48.27           7.542
              31            66.2           8.211
              32           -58.5            8.41
              33          -50.99           8.134
              34           20.26           9.062
              35           59.21           8.771
              36          -106.5           7.945
              37          -22.23           7.536
              38           29.58           9.163
              39           83.73           8.603
              40          -101.5           7.972
              41           -3.57           7.531
              42           60.47            9.44
              43           65.58           8.736
              44           -95.6           8.683
              45           26.34            8.41
              46           62.12           8.125
              47              68           9.017
              48          -83.22           8.521
              49           -60.2           7.106
              50            12.3           11.39
              51           72.26           7.319
              52          -92.22           7.717
              53          -33.71           7.103
              54           21.99           8.536
              55            71.4           7.244
              56          -78.25           7.416
              57          -5.845           7.741
              58           47.33           7.938
              59           61.27           7.682
              60          -71.71           6.916
              61            27.5           9.297
              62           49.55           7.374
              63            88.8           8.642
              64          -89.85           8.088
              65           -44.9           7.483
              66           26.49           11.65
              67           60.93           9.018
              68          -105.1           7.879
              69           -27.1           7.177
              70           43.45           10.14
              71           57.49           8.489
              72           -86.9           7.978
              73          0.1685           7.154
              74           68.94           9.156
              75           84.65           8.707
              76          -57.17           8.051
              77           12.87           7.652
              78           63.32           8.261
              79           67.96           9.672
              80          -85.56            8.44
              81          -30.02            7.08
              82           21.26           9.723
              83           34.53           7.238
              84          -84.72           8.131
              85          -26.27           7.099
              86           8.983           7.707
              87           59.64           7.309
              88          -80.74           7.274
              89          -18.19           7.838
              90           48.82            7.33
              91           62.51            7.92
              92          -76.83           6.955
              93           13.84           9.541
              94           57.64           7.128
              95           97.44           9.382
              96          -99.81           7.851
              97          -48.84            7.54
              98           27.94            10.9
              99           59.93           9.286
             100           -99.3           7.818
             101          -21.18           7.316
             102           52.62           9.228
             103           59.02           8.424
             104          -79.53            8.39
             105           1.545           7.915
             106           58.12           8.772
             107           75.07            8.93
             108           -76.9           7.793
             109           16.24           8.057
             110           57.96           8.807
             111           99.17           9.605
             112          -91.76           8.175
             113          -35.25           6.899
             114           21.29           8.959
             115           50.76           7.143
             116          -112.9           7.537
             117          -37.93           7.033
             118           28.62           7.598
             119           62.39           7.209
             120          -87.22           7.141
             121          -9.201            7.68
             122           59.79           7.155
             123            57.6           8.197
             124          -53.77           6.917
             125           9.511           11.22
             126           76.17           7.602
             127           135.4           9.651
APV               58              11               0               6
               0           89.62           32.94
               1           9.158           27.14
               2          -4.358           24.54
               3          -12.44            23.9
               4            -144           9.716
               5          -38.31           8.262
               6          -17.83           10.58
               7           19.72           8.893
               8          -35.49            7.96
               9            7.52           7.738
              10          -2.109           8.305
              11            50.5           8.559
              12          -33.76           8.832
              13          -13.66           7.661
              14           1.698           8.156
              15           50.06           9.197
              16          -43.64           8.656
              17          -17.96           7.352
              18          -7.863           13.04
              19           18.22           7.487
              20           -46.2           8.322
              21          -23.62           7.326
              22          -4.549           8.488
              23           24.76           7.325
              24          -51.83           7.862
              25          -13.29           7.552
              26         -0.8245           7.651
              27           30.02           7.705
              28          -31.83           7.412
              29          -11.37           8.134
              30           29.64           7.466
              31           66.38           14.32
              32          -42.85           8.396
              33          -18.93           8.475
              34           5.739           8.116
              35           19.38           8.358
              36          -17.99           8.204
              37          -29.96            7.58
              38           4.417           8.559
              39           47.39           8.505
              40          -44.53           8.196
              41          -19.79           7.538
              42           11.29           8.765
              43           52.92           8.797
              44          -24.89           8.915
              45            4.73           8.056
              46           17.27           7.901
              47           65.94           9.535
              48          -23.96           8.994
              49           -6.67            7.46
              50          -24.28           10.71
              51           29.44           7.243
              52          -24.64           8.151
              53          -16.19           7.278
              54           -3.74           8.175
              55           38.81           7.192
              56           -40.2           7.737
              57           -22.2           7.541
              58           25.42           7.717
              59           43.87           7.768
              60          -21.31           7.239
              61          -13.33           8.857
              62           7.676           7.133
              63           69.22           8.905
              64          -44.16            8.33
              65          -8.724           7.748
              66           7.995            10.3
              67           31.99           8.663
              68          -27.57           8.097
              69          -9.359            7.27
              70         -0.3417           9.317
              71           39.89           8.527
              72          -54.85           8.122
              73          -33.19           7.238
              74            8.29           8.554
              75           51.36           8.522
              76          -34.45           8.178
              77           4.961           7.499
              78           13.15            7.81
              79              80           9.552
              80          -28.16           8.896
              81          -43.36           7.276
              82           -22.8           8.963
              83           7.455           7.225
              84          -25.68           8.542
              85          -13.37           7.238
              86           2.433           7.516
              87           60.05           7.393
              88          -41.86           7.767
              89          -21.31           7.703
              90           17.37           7.169
              91           40.24           7.892
              92          -44.65           7.218
              93          -16.03           9.015
              94            11.8           6.977
              95           68.71           9.032
              96          -23.14           8.217
              97          -17.99             7.7
              98           2.703           9.596
              99           24.56           9.096
             100          -24.15            8.05
             101          -11.42           7.475
             102           20.46           8.633
             103           29.24           8.441
             104          -47.46           8.436
             105           -4.23           7.819
             106          -9.845           8.291
             107           52.44           8.746
             108          -40.11            8.04
             109          0.8282           7.711
             110           33.15           8.377
             111           97.72           9.912
             112          -30.54           8.546
             113          -14.87           7.214
             114          -4.747           8.405
             115           16.63           7.109
             116          -59.94           7.945
             117          -23.89           7.106
             118           4.674           7.284
             119           54.91            7.29
             120          -32.06           7.568
             121          -18.56           7.572
             122         -0.2858           6.998
             123           59.11           8.169
             124           -29.2           7.069
             125           -22.7           10.46
             126           35.26           7.548
             127           117.5           9.956
APV               58              11               0               7
               0           89.57           33.66
               1          -13.01           28.72
               2          -19.01           26.44
               3           9.731           24.82
               4          -171.7           13.02
               5             -45           8.146
               6          -24.47           10.29
               7           33.72           9.586
               8          -56.04           8.576
               9          -41.33           9.539
              10           5.785           7.964
              11           58.03           9.253
              12          -45.58           8.648
