#Mon Feb 24 12:30:17 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
              38            34.9           8.905
              39           73.76           8.657
              40          -66.16           7.992
              41          -28.95           7.521
              42            35.7             9.1
              43           73.16           8.868
              44          -53.67           8.199
              45           3.366           9.357
              46           14.46           7.629
              47           77.39            9.32
              48          -78.86           8.538
              49          -18.49           7.102
              50           1.861           11.58
              51           52.53            7.19
              52          -81.65           7.614
              53          -29.72           7.182
              54           28.61           8.466
              55           56.36            7.23
              56          -61.18           7.253
              57             -18           7.731
              58           33.25           7.575
              59           54.41           7.761
              60          -51.22           6.942
              61           -15.7           9.438
              62           30.65           7.092
              63            91.2           8.733
              64           -58.1           8.297
              65          -24.22            7.93
              66           13.27           11.08
              67           65.74           8.684
              68          -75.84           8.056
              69          -41.03           7.623
              70           34.34           9.743
              71           57.99           8.228
              72          -76.92            7.92
              73          -18.23           7.345
              74           41.19           8.442
              75           57.86           8.445
              76          -44.02           7.651
              77           -6.84           7.799
              78           50.19           7.804
              79           93.15           9.195
              80          -35.04           8.662
              81          -51.24           7.002
              82          -9.235           9.716
              83           32.85            6.96
              84          -58.64           8.116
              85          -39.01           7.088
              86           34.15           7.822
              87           51.55           6.935
              88          -66.76           7.253
              89          -37.21           7.745
              90           24.22           7.169
              91            68.4           7.677
              92          -49.44           6.892
              93          -15.83           9.324
              94            49.3           6.897
              95           121.3            8.87
              96          -62.66           8.094
              97          -35.02           7.246
              98           8.833           10.31
              99           48.83           9.306
             100          -57.88           7.975
             101          -26.96           7.301
             102            28.1           8.776
             103           64.42            8.22
             104           -75.2           8.172
             105           -10.5           9.305
             106           26.55           8.201
             107            61.6            8.65
             108          -50.65             7.4
             109          -17.03           8.532
             110           30.67            8.39
             111           132.7           9.631
             112          -46.76           8.433
             113          -30.97           6.958
             114           19.37           9.101
             115           42.76           6.964
             116           -66.9           7.661
             117          -37.12           6.955
             118           10.19           7.511
             119           69.65           7.007
             120          -60.86           7.104
             121          -6.973            7.69
             122           36.53           7.055
             123           65.22           7.884
             124          -35.95           6.886
             125            1.15           11.15
             126           40.22           6.931
             127           103.8           9.626
APV               58              11               0               2
               0           21.91           28.28
               1          -6.764           24.38
               2           40.14           22.44
               3          -17.44           22.05
               4          -160.1           9.005
               5          -49.08           8.347
               6           18.03           11.75
               7           21.46           8.885
               8          -58.08           7.707
               9           8.203           8.314
              10           39.45           8.479
              11           38.73           8.539
              12          -26.88           9.381
              13          -14.66           7.948
              14           22.49           8.405
              15            28.4           8.533
              16          -61.95            8.35
              17          -13.84           7.039
              18           20.54           13.47
              19           0.992           7.049
              20          -76.26           7.901
              21          -29.65            7.08
              22           15.77           8.789
              23           23.95           6.924
              24          -44.89            7.48
              25          -15.47           7.433
              26           45.25           7.589
              27           38.73           7.471
              28          -27.91           7.465
              29          -4.262           8.604
              30           25.36           7.142
              31           48.82           8.061
              32          -75.24            8.23
              33          -14.59           8.026
              34           30.39            11.4
              35           7.648           8.183
              36          -85.72           7.845
              37          -25.51            7.62
              38           44.06           8.952
              39           23.26           8.701
              40          -43.26           7.899
              41          -2.407           7.403
              42           22.75           9.401
              43           17.44            8.53
              44          -34.14           8.508
              45           2.892           8.653
              46           27.19           7.854
              47           36.07           8.905
              48          -46.68           8.594
              49          -23.14           7.055
              50           22.57           10.92
              51           10.58           6.987
              52          -64.01           7.798
              53           10.91           7.133
              54            16.8           8.346
              55           44.78           7.074
              56          -35.66           7.361
              57          -30.07           7.623
              58            24.3           7.516
              59           27.74           7.508
              60          -31.13           6.886
              61           6.435           9.619
              62           36.19           6.966
              63           49.01           8.395
              64          -72.93           8.028
              65          -28.15           8.022
              66           49.45           11.55
              67           39.68           8.657
              68          -57.54             7.8
              69           -5.78           7.751
              70           43.18           9.966
              71           39.23           8.177
              72          -41.13           8.071
              73           3.564           7.462
              74           33.56           8.577
              75           30.77           8.137
              76          -43.21           7.823
              77           4.632           7.565
              78           16.79            7.69
              79           38.81           8.992
              80          -76.88           8.412
              81          -29.86           6.973
              82           32.02           9.598
              83           21.39           6.841
              84             -55               8
              85          -13.47           7.006
              86           31.22           7.782
              87           32.57           6.914
              88          -41.57           7.296
              89            14.8           7.791
              90           34.73           7.115
              91           35.72           7.537
              92          -24.78           7.025
              93           14.62           9.549
              94           14.52           6.754
              95           43.31           8.555
              96          -76.08           7.864
              97          -8.735           7.446
              98           40.63           10.58
              99            13.9           8.998
             100          -77.55           7.701
             101          -12.62           7.433
             102           40.35           8.998
             103           26.01           8.025
             104          -57.75           8.168
             105          -14.57            8.79
             106           39.27           8.345
             107           45.45           8.499
             108          -34.43           7.651
             109           27.84           8.144
             110              37           8.477
             111           63.88           9.242
             112          -55.42           8.329
             113          -9.155           6.933
             114           38.12           8.938
             115           25.86           6.833
             116          -56.48           7.716
             117          -2.302           6.882
             118           19.89           7.413
             119           21.42           6.966
             120          -17.78           7.218
             121           2.782           7.672
             122           15.69           6.808
             123           16.93           7.651
             124          -23.34           6.814
             125          -15.95           11.44
             126           36.88           6.824
             127           66.05           9.414
APV               58              11               0               3
               0               0               0
               1               0               0
               2               0               0
               3               0               0
               4               0               0
               5               0               0
               6               0               0
               7               0               0
               8               0               0
               9               0               0
              10               0               0
              11               0               0
              12               0               0
              13               0               0
              14               0               0
              15               0               0
              16               0               0
              17               0               0
              18               0               0
              19               0               0
              20               0               0
              21               0               0
              22               0               0
              23               0               0
              24               0               0
              25               0               0
              26               0               0
              27               0               0
              28               0               0
              29               0               0
              30               0               0
              31               0               0
              32               0               0
              33               0               0
              34               0               0
              35               0               0
              36               0               0
              37               0               0
              38               0               0
              39               0               0
              40               0               0
              41               0               0
              42               0               0
              43               0               0
              44               0               0
              45               0               0
              46               0               0
              47               0               0
              48               0               0
              49               0               0
              50               0               0
              51               0               0
              52               0               0
              53               0               0
              54               0               0
              55               0               0
              56               0               0
              57               0               0
              58               0               0
              59               0               0
              60               0               0
              61               0               0
              62               0               0
              63               0               0
              64               0               0
              65               0               0
              66               0               0
              67               0               0
              68               0               0
              69               0               0
              70               0               0
              71               0               0
              72               0               0
              73               0               0
              74               0               0
              75               0               0
              76               0               0
              77               0               0
              78               0               0
              79               0               0
              80               0               0
              81               0               0
              82               0               0
              83               0               0
              84               0               0
              85               0               0
              86               0               0
              87               0               0
              88               0               0
              89               0               0
              90               0               0
              91               0               0
              92               0               0
              93               0               0
              94               0               0
              95               0               0
              96               0               0
              97               0               0
              98               0               0
              99               0               0
             100               0               0
             101               0               0
             102               0               0
             103               0               0
             104               0               0
             105               0               0
             106               0               0
             107               0               0
             108               0               0
             109               0               0
             110               0               0
             111               0               0
             112               0               0
             113               0               0
             114               0               0
             115               0               0
             116               0               0
             117               0               0
             118               0               0
             119               0               0
             120               0               0
             121               0               0
             122               0               0
             123               0               0
             124               0               0
             125               0               0
             126               0               0
             127               0               0
APV               58              11               0               4
               0           54.96           29.69
               1          -37.54           25.75
               2          -26.89           23.21
               3           16.85           22.77
               4          -140.4           9.503
               5          -65.02           8.426
               6          -13.58           11.45
               7           25.46           8.492
               8          -65.93           7.863
               9          -34.08           8.302
              10           6.689           8.516
              11           59.16           8.585
              12          -53.21             8.8
              13          -36.23           8.051
              14           14.24           8.311
              15              64           8.468
              16          -34.26           8.722
              17          -33.61           7.204
              18          -24.85           13.84
              19           42.52           7.637
              20          -69.32           8.345
              21          -15.99            7.36
              22           -22.4           8.918
              23           53.32           7.273
              24          -56.26           7.849
              25           -34.3           7.577
              26           22.03           7.817
              27           66.23           7.641
              28          -47.88           7.322
              29          -38.63           8.635
              30           14.76           7.629
              31           85.43           8.148
              32          -41.37            8.58
              33          -39.41           8.195
              34          -8.243           8.591
              35           37.71           8.377
              36          -60.89           8.112
              37          -48.78           7.639
              38           25.38           9.006
              39           66.16           8.309
              40          -35.77           8.261
              41          -22.51           7.556
              42           20.79           9.139
              43           64.95           8.572
              44          -42.95           9.078
              45          -13.65           8.826
              46           15.96           7.869
              47           91.36           8.999
              48          -45.08           8.959
              49          -45.95           7.204
              50          -9.549           11.42
              51           15.69            7.25
              52          -50.54           8.138
              53          -57.32           7.305
              54          -9.198           8.581
              55           61.34           7.163
              56          -40.71           7.639
              57          -17.69           7.876
              58           30.18           8.031
              59           70.98           7.712
              60          -48.69           7.072
              61          -39.73           9.204
              62           33.36           7.403
              63           84.53           8.575
              64          -43.36           8.366
              65          -53.66           8.175
              66           12.25           11.21
              67           39.58           9.015
              68          -49.13           8.023
              69          -14.36           7.778
              70          0.1803           9.712
              71           33.99           8.121
              72          -20.12           8.195
              73          -27.07           7.445
              74           17.53           8.734
              75           71.18           8.502
              76          -37.89           8.181
              77          -13.39           7.578
              78           14.07            7.96
              79           103.8            9.19
              80          -57.31           8.855
              81          -47.06           7.117
              82           5.162           9.759
              83            37.8           7.267
              84          -60.27           8.338
              85           -32.7           7.088
              86           4.351           7.902
              87           50.84           7.206
              88          -59.28           7.477
              89          -18.55           7.899
              90           37.61           7.385
              91           74.02            7.79
              92          -28.61           7.013
              93          -33.03           9.646
              94           46.47            7.17
              95             104           8.823
              96          -40.64           8.178
              97          -44.42            7.54
              98           17.63           10.61
              99           50.47           9.193
             100          -43.02           8.044
             101          -37.39           7.432
             102            5.59           8.981
             103           80.15            8.31
             104          -36.42           8.463
             105          -15.24            8.94
             106           22.46            8.45
             107           72.57           8.698
             108          -48.27            7.92
             109          -16.49           8.163
             110           39.95           8.677
             111           119.2           9.504
             112          -49.11           8.642
             113          -30.86           6.992
             114           1.905           9.099
             115           58.73           7.268
             116          -41.12           7.957
             117          -22.29            6.99
             118           17.31           7.577
             119           71.44           7.237
             120          -30.49           7.373
             121          -14.95            7.76
             122            38.4           7.319
             123           63.38           8.108
             124          -43.76           6.907
             125          -19.82           11.86
             126            38.6           7.649
             127           164.1           9.733
APV               58              11               0               5
               0           36.19           31.14
               1          -20.63           26.86
               2           6.766           24.88
               3              17           24.47
               4          -187.2           9.576
               5          -40.72           8.507
               6            6.03           11.92
               7           22.74           8.966
               8            -111           7.785
               9          -27.76           8.216
              10           62.28           8.986
              11           68.82           8.643
              12          -79.74           8.797
              13           5.614           8.058
              14           54.73           8.622
              15            47.5           8.821
              16          -75.56           8.549
              17          -55.52           7.164
              18           19.14           15.14
              19           33.83           7.713
              20          -90.24           8.205
              21          -38.69           7.222
              22           1.525           8.898
              23           62.45           7.431
              24          -101.7           7.593
              25          -14.05           7.476
              26           35.31            7.79
              27            51.4           7.684
              28          -85.77           7.113
              29          0.9589           8.415
              30           48.83           7.711
              31           65.51           8.199
              32          -59.22           8.525
              33          -49.65           8.129
              34            20.1           9.128
              35           59.21           8.714
              36            -107            7.94
              37          -19.82           7.597
              38           29.37           9.235
              39           83.64           8.721
              40          -101.6           8.144
              41          -1.291           7.485
              42           60.43           9.582
              43            65.2           8.758
              44           -94.8           8.683
              45            29.8           8.728
              46           62.92           8.117
              47           67.11           9.122
              48          -83.68           8.547
              49          -58.56           7.235
              50           12.34            11.6
              51           72.84           7.495
              52          -91.94           7.867
              53          -31.58           7.299
              54           22.15           8.615
              55           71.64           7.325
              56          -77.59           7.508
              57          -3.097            7.77
              58           47.46           8.052
              59           60.74           7.637
              60           -70.4           7.054
              61           30.69           9.363
              62           50.01           7.411
              63           88.66           8.669
              64          -90.36           8.168
              65          -45.42           8.268
              66           25.77           11.71
              67           61.06           9.049
              68          -105.5           7.981
              69          -27.92           7.725
              70           43.32           10.36
              71            56.9           8.501
              72          -87.81           8.019
              73         -0.3311           7.686
              74           68.85           9.308
              75           83.49           8.879
              76          -57.86           8.097
              77           12.63           7.711
              78           63.44            8.34
              79           67.23           9.713
              80          -86.54           8.507
              81          -30.95           7.149
              82           20.73           9.752
              83           34.57           7.319
              84          -85.35           8.215
              85          -26.61           7.197
              86           8.499           7.804
              87           59.04           7.331
              88          -81.42           7.313
              89          -18.95           7.858
              90           48.33           7.356
              91           61.63           8.015
              92          -77.68            6.97
              93           13.29           9.559
              94           58.13           7.191
              95           96.99           9.528
              96          -100.8           7.871
              97          -49.92           7.495
              98           27.66           11.02
              99           59.88           9.418
             100          -99.96           7.851
             101          -21.45           7.417
             102           52.19            9.35
             103           58.18           8.494
             104          -80.42           8.391
             105           1.082           8.903
             106           57.95           8.821
             107           74.44           8.959
             108             -78           7.861
             109           15.73           8.094
             110           58.28           8.905
             111           98.67           9.638
             112          -92.71           8.314
             113          -35.91           7.034
             114            20.6            9.05
             115           50.75           7.301
             116            -114           7.676
             117          -38.89           7.096
             118           28.04           7.555
             119           61.63           7.231
             120          -87.54           7.305
             121          -9.753            7.77
             122           59.87           7.301
             123           56.33           8.187
             124          -54.24           6.997
             125           8.723           11.23
             126           76.46           7.633
             127           134.9           9.766
APV               58              11               0               6
               0           87.74           33.14
               1           9.246           27.36
               2          -4.444           24.84
               3          -13.64           23.99
               4            -144           9.798
               5          -37.35           8.643
               6          -16.85           10.92
               7           18.94           8.881
               8          -35.04           8.057
               9           7.929           8.191
              10          -1.386           8.429
              11           49.34           8.666
              12          -33.03           8.946
              13          -12.95            7.91
              14           1.664           8.148
              15           48.75           9.186
              16           -43.5            8.79
              17          -18.01           7.438
              18          -8.007           13.26
              19           17.52           7.478
              20          -45.66           8.486
              21          -22.67           7.275
              22            -3.2            8.63
              23           24.27            7.42
              24          -51.83           8.049
              25          -12.88           7.554
              26          0.0284           7.642
              27            29.1            7.76
              28          -31.15           7.509
              29          -10.79            8.25
              30           29.43           7.612
              31           65.04           14.59
              32          -43.08           8.553
              33          -18.45           8.484
              34           6.517           8.201
              35           18.91           8.352
              36          -17.62           8.317
              37          -29.52           7.616
              38           5.631            8.76
              39           46.61           8.635
              40          -43.98           8.303
              41          -19.14            7.51
              42           11.38           8.917
              43           51.67           8.957
              44          -24.72           8.933
              45           5.613           8.337
              46           16.65           7.937
              47           64.63           9.565
              48          -23.67           9.112
              49           -5.71           7.408
              50          -23.91           10.88
              51           28.43           7.359
              52          -23.65           8.284
              53          -15.33           7.396
              54          -2.588           8.256
              55           38.38           7.221
              56           -39.7           7.836
              57          -21.45           7.637
              58           25.63           7.773
              59           42.27           7.866
              60          -20.66           7.242
              61          -13.08           8.935
              62           7.399            7.18
              63           68.12           9.038
              64          -44.25           8.412
              65          -7.747           8.519
              66            8.19           10.43
              67           30.75           8.727
              68          -27.12           8.159
              69          -8.909           7.948
              70         -0.2943           9.527
              71           38.71           8.533
              72          -55.05           8.256
              73          -32.99           7.661
              74           8.068           8.648
              75           50.21           8.654
              76          -34.29           8.409
              77           5.419           7.613
              78            12.6           7.927
              79           79.13           9.611
              80          -28.05           9.014
              81          -42.99           7.297
              82          -22.84           9.088
              83           6.435           7.359
              84           -24.9           8.507
              85           -12.7           7.251
              86           2.276           7.625
              87            59.3           7.379
              88          -41.13            7.75
              89          -20.47           7.714
              90           17.27            7.23
              91           38.93           7.887
              92          -44.23           7.269
              93          -15.64           9.049
              94           11.66           7.094
              95           67.66            9.24
              96          -22.94           8.299
              97          -17.37           7.767
              98            2.71           9.827
              99           23.36           9.151
             100          -23.26           8.161
             101          -10.53           7.523
             102           21.03           8.875
             103           28.16           8.516
             104          -47.19           8.474
             105           -3.92           8.871
             106          -10.18           8.367
             107           51.11           8.848
             108          -39.92           8.061
             109           1.744           7.814
             110            32.8           8.445
             111           96.92           9.977
             112           -30.4            8.68
             113          -13.88           7.236
             114          -4.566           8.538
             115            15.6           7.214
             116          -59.87           8.067
             117          -22.98           7.064
             118           4.765           7.356
             119           53.91           7.386
             120          -31.57           7.613
             121          -18.23           7.697
             122         -0.7062           7.087
             123           57.59           8.239
             124          -28.55           7.167
             125           -22.4           10.68
             126           34.99           7.621
             127           116.8           10.12
APV               58              11               0               7
               0           86.81           33.65
               1          -13.01           29.12
               2          -20.71           26.63
               3           10.83           25.04
               4          -170.4           13.43
               5          -44.06           8.237
               6          -22.61           10.47
               7           34.51           9.755
               8          -54.83           8.684
               9          -42.78           9.807
              10           6.993           8.089
              11            58.2           9.426
              12          -44.48           8.634
