#Tue Feb 18 16:36:10 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
               1          -37.59            25.7
               2          -25.98           23.29
               3           18.15           22.82
               4          -140.8           9.531
               5          -65.78           8.619
               6           -12.9            11.5
               7           26.64           8.564
               8          -66.65           7.873
               9          -34.52            8.27
              10           7.416           8.543
              11           60.28           8.542
              12          -54.18           8.869
              13          -37.19           8.083
              14           14.91           8.357
              15           64.85           8.543
              16          -34.27           8.688
              17          -34.43           7.274
              18          -25.12           14.18
              19           43.31           7.657
              20           -69.5           8.239
              21          -16.89           7.373
              22          -22.88           8.937
              23           53.81           7.302
              24          -56.89           7.874
              25          -35.55           7.615
              26           22.39           7.851
              27           67.17           7.543
              28          -48.38           7.305
              29          -39.37           8.684
              30           15.29            7.67
              31           86.38           8.148
              32             -42           8.651
              33          -40.44           8.253
              34          -8.141             8.6
              35           38.86           8.314
              36          -61.68           8.066
              37          -49.96           7.629
              38           26.08           9.042
              39           67.08           8.382
              40          -36.91           8.264
              41          -23.15           7.627
              42           21.57           9.233
              43           66.02           8.695
              44          -43.65           9.086
              45          -14.56           8.884
              46           16.75           7.826
              47           91.97           8.987
              48          -45.17           8.954
              49             -47           7.115
              50          -9.764           11.69
              51            16.2             7.4
              52          -51.09           8.055
              53          -58.38            7.33
              54          -9.062           8.619
              55           62.04           7.147
              56          -41.44           7.663
              57          -18.61           7.947
              58           30.57           8.059
              59           71.81           7.804
              60          -49.25           7.175
              61          -40.97           9.355
              62           33.73           7.367
              63           85.47           8.575
              64          -43.75           8.292
              65          -54.73           8.367
              66           12.84           11.33
              67           40.35           9.075
              68          -49.67           8.093
              69          -14.91           7.927
              70          0.5429           9.856
              71           34.92           8.172
              72          -20.85           8.228
              73          -27.84           7.507
              74           17.89            8.72
              75           72.12           8.466
              76           -38.8           8.233
              77          -13.56           7.618
              78           14.42           8.011
              79           104.7           9.113
              80           -57.5           8.897
              81          -47.81           7.066
              82           4.403             9.9
              83           38.12           7.281
              84          -60.68           8.391
              85          -33.19            6.96
              86           4.362           8.031
              87           52.08           7.233
              88          -59.78           7.512
              89          -19.33           7.969
              90           37.88            7.39
              91           75.31           7.826
              92          -29.24           7.008
              93          -34.09           9.705
              94           46.91            7.18
              95           104.8           8.878
              96          -41.26           8.252
              97          -45.21           7.605
              98           18.03           10.73
              99           51.46           9.223
             100          -43.19           8.009
             101          -38.21           7.478
             102            6.07           9.038
             103           81.25           8.339
             104          -37.03           8.398
             105           -15.5            9.14
             106           22.69           8.503
             107           73.62           8.715
             108          -48.93           7.915
             109          -16.72           8.234
             110           40.63           8.756
             111           119.8           9.565
             112          -49.15           8.704
             113          -31.46           7.021
             114           1.372           9.165
             115           59.85           7.312
             116          -41.66           7.927
             117          -22.86           7.058
             118           16.96            7.64
             119           72.24            7.16
             120          -30.83            7.45
             121          -15.51           7.828
             122           38.77           7.266
             123           64.46           8.136
             124          -44.03           7.003
             125          -20.48           12.13
             126           39.22            7.66
             127           164.7           9.808
APV               58              11               0               5
               0           38.22           31.26
               1             -20            27.1
               2           7.625           24.79
               3           17.42            24.5
               4          -187.5           9.616
               5          -41.14           8.665
               6           6.539           12.13
               7           22.69           9.033
               8          -111.5           7.735
               9          -27.92           8.244
              10           62.75           8.979
              11           69.27           8.666
              12          -80.39           8.759
              13           5.434           8.132
              14           55.15           8.752
              15           47.84           8.748
              16          -75.68           8.487
              17          -55.95           7.247
              18            18.5           15.33
              19           33.86           7.711
              20          -90.55           8.211
              21          -38.88           7.259
              22           1.518           8.959
              23            62.7           7.422
              24          -102.3            7.66
              25          -13.88           7.581
              26           35.36           7.867
              27           51.77           7.725
              28          -86.15           7.113
              29          0.6781           8.577
              30           48.79           7.717
              31           65.63           8.266
              32          -59.25           8.644
              33          -49.98           8.137
              34           20.27           9.252
              35           59.37           8.803
              36          -107.3           7.983
              37          -20.14           7.633
              38           29.86           9.399
              39           84.12           8.697
              40          -102.2           8.114
              41          -1.685           7.578
              42           60.43           9.683
              43           65.18           8.803
              44          -95.71           8.736
              45           29.77           8.807
              46           62.71           8.194
              47           67.29           9.103
              48          -83.99           8.572
              49          -58.54           7.173
              50           12.03           11.75
              51           73.01           7.365
              52          -92.48           7.821
              53          -31.65           7.259
              54           21.95           8.714
              55           72.01           7.317
              56          -77.97           7.506
              57          -3.355           7.932
              58           47.24           8.142
              59           61.18           7.754
              60          -70.59            7.09
              61           30.64           9.487
              62           49.95           7.419
              63           88.66           8.671
              64          -90.81           8.177
              65          -45.79           8.394
              66           26.22           11.96
              67           61.38           9.131
              68          -106.2           8.022
              69          -28.08           7.761
              70            43.6           10.42
              71           56.96           8.606
              72          -88.21           8.179
              73         -0.3593           7.667
              74            69.2           9.263
              75           83.99           8.926
              76          -58.26           8.131
              77           12.28           7.676
              78           63.53           8.396
              79           67.25           9.725
              80          -86.86           8.568
              81          -30.79            7.15
              82           20.76           9.968
              83           34.79           7.415
              84          -85.76           8.277
              85           -26.5           7.247
              86           8.471           7.929
              87           59.36           7.343
              88           -81.5           7.373
              89          -19.18           7.936
              90            48.5           7.364
              91           61.75           7.993
              92          -77.96           7.066
              93           13.18           9.631
              94           57.99           7.151
              95           96.88           9.497
              96          -101.2           7.934
              97          -49.78           7.668
              98           27.94           11.16
              99           60.35           9.449
             100          -100.5           7.957
             101          -21.46           7.415
             102            52.5           9.354
             103           58.51           8.489
             104          -80.67           8.404
             105           1.426           9.212
             106           58.62           8.972
             107           74.55           8.978
             108          -78.13           7.849
             109           16.53           8.143
             110           58.58           9.052
             111           98.42           9.622
             112          -93.15           8.267
             113          -36.21           7.062
             114           20.57           9.143
             115            50.9           7.343
             116          -114.1           7.688
             117           -38.5           7.078
             118           28.01           7.674
             119            62.5           7.291
             120           -87.6           7.261
             121          -9.412           7.806
             122           59.97           7.336
             123           56.46            8.23
             124          -54.63           6.991
             125           8.249           11.44
             126           76.51           7.691
             127           134.5            9.81
APV               58              11               0               6
               0           89.73           33.16
               1           10.34           27.48
               2          -3.569           24.63
               3          -13.22           24.01
               4          -143.7           9.753
               5          -37.32           8.739
               6          -17.45           10.83
               7           18.99           8.937
               8          -34.84            8.02
               9            7.92           8.339
              10          -1.728           8.443
              11           49.62           8.699
              12          -33.06           8.909
              13          -13.11            7.82
              14           1.563           8.211
              15           48.66           9.137
              16          -43.69           8.693
              17          -17.93           7.504
              18          -8.271           13.38
              19           17.45           7.629
              20          -45.68           8.418
              21          -22.65           7.371
              22          -3.404           8.648
              23            23.8           7.361
              24          -51.63           8.032
              25          -13.13           7.549
              26         -0.3046           7.667
              27           28.79           7.811
              28          -31.42           7.525
              29          -11.23           8.332
              30           29.19           7.552
              31           64.61           14.71
              32          -42.78           8.561
              33          -18.53           8.601
              34            6.12           8.236
              35           18.53           8.322
              36          -17.74           8.285
              37          -29.83            7.72
              38           5.308           8.726
              39            46.1           8.724
              40           -44.1           8.258
              41          -19.31           7.558
              42           11.38            8.92
              43           51.49           8.918
              44          -24.75           8.985
              45           5.264           8.477
              46            16.6           7.917
              47           64.51           9.726
              48          -23.39           9.097
              49          -5.487           7.425
              50          -23.99           11.07
              51           28.38           7.234
              52          -23.62            8.32
              53          -15.35            7.34
              54          -2.972           8.278
              55              38           7.199
              56          -39.58           7.839
              57          -22.02           7.637
              58           25.41            7.83
              59           42.35           7.875
              60          -20.87           7.367
              61          -13.22           9.106
              62            6.62           7.219
              63           67.65           9.043
              64          -44.79           8.413
              65          -8.071            8.73
              66           8.136           10.55
              67           30.99           8.792
              68           -26.9           8.166
              69          -8.564           8.046
              70         0.06127           9.474
              71           38.97           8.488
              72          -54.59           8.143
              73           -32.5           7.702
              74            8.12           8.673
              75           50.19            8.64
              76          -34.05           8.295
              77           5.438           7.624
              78           13.17           7.972
              79           78.82           9.571
              80          -27.66           9.066
              81          -42.92           7.325
              82          -22.99           9.199
              83           6.771           7.267
              84           -24.5           8.525
              85           -12.4           7.303
              86            2.64           7.648
              87           59.48           7.469
              88          -41.36           7.773
              89          -20.22           7.806
              90           17.32           7.144
              91           38.85           7.831
              92          -43.67           7.215
              93          -15.89           9.201
              94            11.6           7.098
              95           67.14           9.154
              96          -22.73           8.273
              97          -17.44           7.685
              98           3.222           9.823
              99           23.44           9.164
             100          -23.17           8.181
             101          -10.58           7.505
             102           20.86           8.878
             103           28.33           8.535
             104             -47           8.528
             105           -3.81           9.105
             106           -10.1           8.462
             107           51.29           8.755
             108          -39.63           8.021
             109           1.901           7.813
             110           32.94           8.479
             111           96.47           10.04
             112          -30.06           8.629
             113          -14.01           7.308
             114          -4.694           8.657
             115           15.29           7.202
             116          -59.96           7.959
             117          -23.28           7.053
             118           5.004           7.336
             119           53.88           7.393
             120          -31.12           7.582
             121          -17.91           7.702
             122         -0.5552           7.115
             123           57.42           8.165
             124          -28.53            7.12
             125          -22.25           10.81
             126           34.94           7.584
             127           116.1           10.12
APV               58              11               0               7
               0            88.3           33.73
               1          -12.12           29.14
               2          -19.38           26.74
               3           12.02           25.07
               4          -171.2           13.26
               5          -44.35           8.257
               6          -21.45           10.34
               7           35.26           9.713
               8          -55.41           8.608
               9           -42.6           9.839
              10           8.395           8.008
              11           58.64             9.4
              12          -45.38             8.6
