#Wed Jun 18 15:45:10 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
              82           16.01           8.706
              83           22.68            6.92
              84          -65.81            8.34
              85          -21.16            7.08
              86           26.58           7.381
              87           60.15           7.115
              88          -53.29           9.334
              89          -8.439           7.564
              90           13.27           6.964
              91           70.85           7.752
              92           -35.1           7.155
              93           15.34           8.381
              94           28.27             6.8
              95           114.6           8.832
              96          -54.14           8.437
              97          -46.84            7.13
              98          -0.187           9.608
              99           27.07           8.727
             100          -68.23           8.297
             101          -11.15           7.171
             102           48.47           8.312
             103              64           8.029
             104          -76.04           8.439
             105           11.97           10.69
             106           18.27           7.838
             107           87.06           8.647
             108          -52.92           7.524
             109          -4.885           8.557
             110           40.97           7.998
             111           123.7            9.52
             112          -65.31           8.455
             113          -20.19            7.16
             114          -13.31           8.172
             115           21.99           6.886
             116          -58.44           7.954
             117          -26.69           6.945
             118           15.39           7.136
             119           56.85           7.149
             120          -64.12           7.479
             121          -31.41           7.376
             122           17.48           6.853
             123           41.99            7.94
             124          -40.07           7.047
             125          -17.71           9.588
             126           37.47           6.847
             127           161.7           9.489
APV               58              11               0               1
               0           42.27            32.2
               1          -1.145           28.02
               2           2.663           26.03
               3          -12.73           25.86
               4          -133.7           10.21
               5          -39.57           9.137
               6          -1.337           13.94
               7           44.76           9.714
               8          -59.84           8.408
               9          -29.08           9.167
              10           20.49           9.697
              11           34.97           9.599
              12          -42.72           9.382
              13          -14.39           8.636
              14           16.89           9.456
              15           47.06           9.938
              16          -51.16           9.634
              17          -30.17           7.412
              18          -4.884            16.6
              19           22.21           7.891
              20          -56.14           8.921
              21          -17.97            7.56
              22           18.21           9.827
              23           35.59           7.503
              24          -63.62           8.336
              25          -42.28           7.857
              26           25.74           8.485
              27           40.11           8.302
              28          -53.78           7.683
              29           -28.8           9.353
              30           36.12           7.848
              31           65.13           9.805
              32          -51.82           9.639
              33          -17.18           8.476
              34          0.6391           10.14
              35           12.75           9.727
              36          -56.28           8.791
              37          -14.89           8.151
              38           32.17           10.43
              39           44.19           9.304
              40          -36.99           8.777
              41          -10.18           7.928
              42           40.81           10.85
              43           43.16           9.755
              44          -6.288           17.92
              45          -11.04            9.78
              46           35.33           8.706
              47            73.3           19.01
              48          -58.15           9.833
              49           -40.4           7.585
              50           2.281           13.59
              51           22.97           7.689
              52          -43.39           8.714
              53          -17.83           7.496
              54           4.523           9.251
              55           40.47             7.6
              56          -47.61           8.104
              57          -21.29           8.318
              58           17.51           8.229
              59           43.38           8.454
              60          -22.69            7.69
              61          -13.74           10.27
              62           13.99           7.541
              63           81.92           20.19
              64          -40.53           9.277
              65          -23.74           9.319
              66           16.09           13.35
              67           10.77           9.915
              68          -67.94           8.856
              69          -50.16           8.434
              70           34.73            11.7
              71           36.37           9.128
              72          -57.49           8.641
              73          -24.89           8.274
              74            40.9           10.03
              75            33.1           9.275
              76          -37.43           8.574
              77          -20.32            7.96
              78           13.58           8.961
              79           85.09              10
              80          -36.58           9.989
              81          -35.37           7.458
              82           8.452           11.29
              83           20.29           7.494
              84          -42.65           9.054
              85          -18.46           7.609
              86              15           8.728
              87           67.81            7.56
              88           -50.6           8.047
              89          -26.77           8.473
              90           36.37            7.82
              91           48.63           8.381
              92          -39.14           7.509
              93             -25            10.7
              94            15.3           7.498
              95           78.24           9.618
              96          -41.33           9.082
              97          -24.66           7.902
              98           23.78           12.35
              99           45.12           10.34
             100          -60.25           8.764
             101          0.2237           7.932
             102           14.03           10.24
             103           41.26           8.893
             104          -46.98           8.987
             105           -9.02           10.18
             106            25.3           9.591
             107           58.96           9.452
             108          -32.74            8.24
             109          -8.335           8.887
             110           39.93           10.05
             111           79.02           10.61
             112          -38.12           9.671
             113          -36.66           7.462
             114            29.8           10.29
             115           40.81           7.422
             116          -44.61            8.43
             117          -27.51           7.498
             118           24.33            8.36
             119           44.99           7.646
             120          -44.27           7.887
             121          -27.46           8.393
             122            45.9           7.636
             123           61.74           8.703
             124          -58.67            7.33
             125          -9.343           12.95
             126           39.39           7.496
             127           123.4           11.46
APV               58              11               0               2
               0           40.04           28.59
               1          -2.495           24.54
               2           16.84            22.2
               3          -7.601           21.84
               4          -134.7           9.126
               5          -49.37           8.918
               6          -3.312           11.55
               7           32.84           8.559
               8          -75.57           7.556
               9          -20.41           8.517
              10           17.41           8.414
              11           46.43           8.236
              12          -61.99           9.287
              13          -6.482           7.649
              14          -8.917           7.998
              15           35.65           8.377
              16          -38.63           8.429
              17          -23.03           7.054
              18          -20.77           13.49
              19           23.46            7.12
              20          -62.59           8.014
              21          -17.11           6.995
              22           16.76           8.487
              23           40.77           6.881
              24          -56.76           7.362
              25          -3.677           7.315
              26          -3.314           7.371
              27           30.77           7.459
              28          -36.01           7.447
              29           9.072           8.338
              30           19.42           7.043
              31           81.95           7.981
              32          -4.894           8.404
              33           -26.4           8.039
              34           12.48           11.11
              35            18.1           7.968
              36          -55.53           7.845
              37          -35.48            7.48
              38           29.47           8.754
              39           57.11           8.513
              40          -61.18           7.863
              41          -20.37           7.234
              42           10.85           9.149
              43           50.98           8.401
              44          -57.84           8.564
              45           9.961           8.401
              46           11.53           7.571
              47           70.54           8.809
              48          -44.76           8.621
              49           7.001            7.08
              50          -10.54           10.98
              51            20.8           6.917
              52          -28.25           7.817
              53          -7.016           6.978
              54           8.503           8.108
              55           47.78           6.959
              56          -39.08           7.279
              57          -11.22           7.589
              58           3.701           7.206
              59           63.17           7.575
              60           -49.4           6.808
              61          -27.96           9.311
              62           11.83           6.891
              63           49.63           8.626
              64          -57.25            8.03
              65          -30.13            8.82
              66           6.539           11.15
              67           42.09           8.503
              68           -55.7           7.838
              69          -33.24            8.39
              70         -0.5721           9.693
              71           60.51           8.123
              72          -48.24           7.887
              73          -4.022           7.889
              74           29.63           8.455
              75           67.43           8.345
              76          -69.76           7.884
              77           1.137           7.134
              78           36.14           7.697
              79           79.49           9.006
              80          -30.07           8.625
              81          -6.026           6.917
              82           30.02           9.517
              83           46.41           6.885
              84          -59.38           8.028
              85          0.5647           6.974
              86           24.92           7.528
              87           44.74           6.946
              88           -51.7           7.251
              89          -6.439           7.659
              90           8.427           7.025
              91           45.11           7.604
              92          -69.71           6.893
              93          -8.493           9.297
              94           36.79           6.721
              95            78.3             8.7
              96          -43.49            7.89
              97          -32.07           7.361
              98          -15.92            10.3
              99           24.05           9.033
             100           -73.8           7.743
             101          -7.412           7.306
             102           14.62           8.822
             103           56.91           8.026
             104          -40.76           8.132
             105          -3.426           9.111
             106           22.12           8.217
             107           60.57           8.502
             108          -62.24           7.762
             109          -2.332           7.591
             110           31.39           8.326
             111           89.89           9.444
             112          -37.61           8.322
             113          -23.27           6.799
             114           16.69           8.838
             115           41.86           6.808
             116          -27.75           7.692
             117          -11.42            6.89
             118           9.418           7.208
             119           54.93           7.015
             120          -47.97           7.208
             121          0.1788           7.505
             122           9.761           6.819
             123           57.31           7.949
             124          -55.05           6.724
             125          -19.18           11.04
             126           14.33           6.707
             127           110.3           9.711
APV               58              11               0               3
               0           31.92           28.39
               1          -26.67           23.82
               2          -4.966           20.84
               3           42.57            21.2
               4          -152.3           9.123
               5          -79.41           8.717
               6          -6.506           10.76
               7           45.06            8.66
               8          -81.62           7.597
               9          -38.58           8.465
              10            33.8             8.2
              11           62.05           8.572
              12          -83.75           8.351
              13          -14.96           7.873
              14           33.39            7.86
              15           66.74            8.56
              16          -52.31           8.368
              17          -53.67           7.032
              18            15.8           13.86
              19           47.57           7.116
              20          -79.52           7.862
              21          -56.26           7.163
              22         -0.7501            8.64
              23           59.46           6.887
              24          -42.22            7.48
              25          -18.16           7.416
              26           13.03           7.491
              27           76.88           7.617
              28          -43.73           7.157
              29          -4.755           8.514
              30           47.51           7.114
              31           79.28           8.026
              32          -73.75           8.194
              33          -46.53           7.919
              34           8.551           7.963
              35           50.57           8.333
              36          -75.45            7.71
              37          -54.19           7.414
              38           41.52            8.39
              39           65.99           8.471
              40          -66.01           7.768
              41          -25.98           7.314
              42           32.27           8.943
              43           62.14           8.705
              44          -63.01           8.339
              45          -9.573           8.761
              46           43.09           7.516
              47           68.67           9.208
              48          -53.31           8.613
              49          -40.68           7.023
              50          -9.181           11.44
              51           51.97           6.897
              52           -66.3           7.693
              53          -35.78           7.072
              54           26.52           8.298
              55            63.7           6.912
              56          -56.44           7.265
              57          -33.58           7.586
              58           29.38           7.401
              59           80.71            7.68
              60          -38.61           7.063
              61          -14.06           9.283
              62           29.24           6.863
              63           87.45           8.669
              64          -58.09           7.942
              65          -59.06           8.597
              66          -6.738           10.07
              67           70.42           8.461
              68          -63.38            7.68
              69          -33.07           8.695
              70           20.93             9.1
              71           78.91           8.219
              72          -72.28           7.589
              73          -28.01           7.993
              74           19.47            8.16
              75           75.45           8.381
              76          -63.05           7.665
              77          0.2141             7.4
              78           56.21           7.682
              79           91.82           9.069
              80          -74.76            8.48
              81          -52.23           6.863
              82           2.907           9.524
              83           57.37           6.743
              84          -75.05           7.908
              85          -48.08           6.906
              86           6.563           7.698
              87           77.34           6.846
              88          -59.07           7.156
              89          -36.42           7.636
              90            18.7           7.039
              91           63.55           7.536
              92          -52.41           6.772
              93           3.695            9.35
              94           44.77           6.764
              95            93.8           8.778
              96          -78.45           7.808
              97          -42.73           7.295
              98           15.54            9.48
              99           52.01           8.845
             100          -90.41            7.68
             101          -31.55           7.352
             102           35.26           8.315
             103           76.59           8.172
             104          -76.54            7.96
             105          -4.449           9.962
             106           28.63           7.907
             107           67.35           8.577
             108           -80.2           7.393
             109           10.34           8.023
             110              58           8.279
             111           123.1           9.449
             112           -64.3           8.242
             113          -47.78           7.546
             114           10.38           8.817
             115           56.53           6.773
             116          -62.85           7.527
             117          -52.34           6.807
             118           26.86           7.338
             119           80.77           6.989
             120          -62.95           7.001
             121          -7.169           7.577
             122           55.02           6.903
             123            83.5            7.91
             124          -44.39           6.699
             125          -7.969           11.32
             126           51.62           6.879
             127           128.3           9.582
APV               58              11               0               4
               0           54.06              30
               1           -36.5              26
               2          -23.78           23.55
               3           28.07           23.03
               4          -123.2           10.13
               5          -60.76           9.451
               6          -13.19           12.18
               7           23.12           9.082
               8          -61.48           8.391
               9          -35.95           9.057
              10           3.083           9.022
              11           58.61            9.08
              12          -48.83           9.439
              13          -37.76           8.604
              14           12.04           8.894
              15           62.97           9.025
              16          -20.52           9.408
              17          -29.37           7.705
              18          -31.49           15.05
              19           39.21           8.044
              20          -62.67           8.946
              21          -13.14           7.803
              22          -29.22           9.484
              23           50.86           7.666
              24          -50.39           8.443
              25          -36.46           7.995
              26           19.13           8.414
              27           64.95           8.068
              28          -42.39            7.85
              29          -40.42           9.102
              30            10.6            8.07
              31           87.39           8.611
              32          -29.54           9.308
              33          -37.29           8.775
              34          -12.06            9.15
              35           36.14           8.871
              36          -53.68           8.641
              37          -51.31           8.228
              38           23.91           9.626
              39           64.58           8.814
              40           -28.4           8.867
              41             -24           7.999
              42           18.62           9.745
              43           64.63           9.019
              44          -38.94           9.627
              45          -14.47           9.584
              46           12.13           8.372
              47           93.18           9.574
              48           -34.5           9.665
              49          -43.84           7.603
              50          -15.04           12.41
              51           10.59           7.794
              52           -41.8           8.766
              53          -59.97           7.739
              54          -14.78           9.178
              55           59.32           7.572
              56          -34.44           8.183
              57           -17.9           8.298
              58           27.81           8.546
              59           70.79           8.195
              60          -43.62           7.676
              61          -42.49            10.2
              62           30.62           7.869
              63           86.23           8.983
              64          -34.22           8.975
              65          -57.17           9.347
              66           11.62           12.08
              67           36.35           9.503
              68          -43.63           8.653
              69          -16.23           8.788
              70          -3.693           10.34
              71           30.32           8.737
              72           -15.1            8.69
              73          -33.04           8.414
              74           13.69           9.265
              75           70.89           9.047
              76          -38.21           8.756
              77          -19.16            8.09
              78           10.09           8.502
              79           106.4           9.684
              80          -49.93           9.575
              81          -49.17           7.435
              82          0.6783           10.49
              83            33.8           7.738
              84          -55.74           8.937
              85           -36.2           7.559
              86         -0.4002           8.387
              87           47.92            7.61
              88          -57.98           7.947
              89          -23.24           8.369
              90            35.3           7.851
              91           74.25           8.235
              92          -28.34           7.584
              93          -41.63           10.34
              94           44.64           7.633
              95             107           9.299
              96          -32.18           8.889
              97           -48.3           8.047
              98           16.76           11.38
              99           47.64           9.717
             100          -38.28            8.61
             101          -42.07           8.015
             102           2.385           9.591
             103           79.59           8.709
             104          -33.63           9.016
             105          -19.58           10.24
             106           18.44           9.009
             107           72.92           9.144
             108          -50.94           8.388
             109          -22.01           8.766
             110           37.96            9.26
             111           123.8           10.15
             112          -42.18           9.435
             113          -32.68           7.425
             114          -2.988           9.807
             115           56.11           7.698
             116          -36.35           8.612
             117          -25.53           7.507
             118           12.72           8.186
             119           71.22           7.583
             120          -27.14           7.908
             121          -20.72           8.245
             122            35.1           7.717
             123           65.36           8.587
             124          -43.59           7.448
             125          -27.76           12.85
             126           36.15           8.124
             127             173           10.33
APV               58              11               0               5
               0           31.84            31.4
               1          -22.41           27.21
               2           13.35           25.03
               3           29.28           24.63
               4          -178.9           10.19
               5           -37.6           9.402
               6           6.581           12.69
               7           21.03           9.375
               8          -114.4           8.393
               9          -33.54           8.998
              10           63.65            9.45
              11           68.78           9.139
              12          -82.76           9.464
              13          0.4747           8.669
              14           54.63           9.222
              15           46.46           9.381
              16          -69.61            9.12
              17          -59.19            7.72
              18           20.75           16.02
              19           32.31           8.054
              20          -90.01           8.866
              21          -42.39           7.672
              22         -0.7673            9.31
              23           61.81           7.797
              24          -105.6           8.243
              25          -19.09            7.98
              26           35.98           8.196
              27           51.27           8.227
              28          -91.58            7.76
              29          -3.692           8.976
              30           49.49           8.086
              31           66.65           8.681
              32          -51.99           9.177
              33          -53.27           8.685
              34           20.98           9.542
              35           57.97           9.198
              36            -109           8.643
              37          -23.31            8.15
              38           28.92           9.704
              39           84.01            9.18
              40            -106           8.789
              41          -4.023           8.064
              42           61.78           10.08
              43           65.52           9.241
              44            -101           9.489
              45           26.21           9.485
              46           62.33           8.586
              47           67.14           9.606
              48          -79.86           9.236
              49          -62.55           7.635
              50           12.99           12.31
              51           74.42           7.905
              52          -93.47           8.562
              53          -36.72           7.778
              54              22           9.199
              55              73           7.698
              56          -79.31           8.085
              57          -8.339           8.217
              58           47.47           8.459
              59           61.16           8.184
              60          -75.65           7.537
              61           26.22           9.949
              62           49.51           7.815
              63           91.78           9.274
              64          -89.67           8.875
              65          -46.05           9.488
              66           28.56           12.39
              67           62.02            9.57
              68          -108.5           8.523
              69          -27.25           8.857
              70           45.19           10.82
              71           57.52           8.989
              72          -89.91           8.744
              73           1.751           8.628
              74           71.54           9.784
              75           86.87           9.415
              76          -58.27           8.709
              77            13.6           8.069
              78           64.09           8.808
              79           68.63           10.25
              80          -84.54           9.154
              81          -28.94           7.655
              82           22.68           10.38
              83           33.12           7.605
              84          -84.56           8.806
              85          -26.54           7.762
              86           8.259           8.324
              87           59.49           7.708
              88          -83.04           7.976
              89          -18.56           8.447
              90           49.24           7.705
              91           62.17           8.445
              92          -79.74           7.476
              93            15.4            10.2
              94           59.72           7.527
              95           101.1           10.21
              96          -99.68            8.67
              97          -50.33           8.025
              98           29.72           11.62
              99           59.93            9.85
             100            -101           8.521
             101          -19.47           7.983
             102           55.01           9.849
             103           59.18           8.851
             104          -81.77           9.147
             105           2.365           10.43
             106           59.19           9.305
             107           75.89            9.48
             108           -81.2           8.516
             109           17.34           8.569
             110           57.66           9.445
             111           102.9           10.29
             112          -92.01           9.005
             113          -35.27           7.618
             114           21.58           9.495
             115           50.61           7.618
             116          -115.5           8.271
             117          -39.36           7.596
             118           28.27           8.023
             119           63.26           7.656
             120          -89.79           7.814
             121          -9.571           8.307
             122           61.88           7.639
             123           57.13           8.778
             124           -54.7           7.463
             125           9.079           11.97
             126           78.24           8.194
             127           143.9           10.36
APV               58              11               0               6
               0           85.23           33.43
               1           14.64           27.59
               2          -1.331           24.77
               3          -6.486           24.15
               4          -128.3           10.15
               5          -28.82           9.662
               6          -20.17           11.46
               7           16.97            9.36
               8          -29.69           8.537
               9           12.58           8.993
              10          -8.593           8.918
              11           47.79           9.102
              12          -30.74           9.471
              13          -9.629           8.395
              14          -4.853           8.671
              15           48.71           9.709
              16          -36.29           9.326
              17          -13.19           7.963
              18          -13.86           13.86
              19           13.32           7.886
              20          -41.74           8.934
              21          -21.21           7.748
              22          -10.02           9.138
              23            19.7            7.86
              24          -50.13           8.523
              25          -10.47           8.007
              26          -6.391           8.094
              27           25.91           8.188
              28          -29.04           7.901
              29          -9.052           8.683
              30            25.3           7.957
              31           69.78           15.39
              32          -37.03           8.998
              33          -14.84           9.018
              34           1.059           8.687
              35           14.25           8.796
              36          -9.842           8.756
              37          -27.35            8.02
              38         -0.6796           9.129
              39           43.74           9.194
              40          -41.18           8.858
              41          -15.96           7.963
              42           5.034            9.43
              43           50.54           9.323
              44          -22.09           9.531
              45           8.376           9.133
              46           11.96           8.333
              47           66.93           10.23
              48          -16.48           9.609
              49          -1.019           7.888
              50          -31.45           11.43
              51            24.6           7.714
              52          -16.99           8.749
              53          -12.93           7.802
              54          -10.36           8.655
              55           34.21            7.75
              56           -37.1           8.288
              57          -20.76           8.132
              58           21.26            8.28
              59           39.98           8.301
              60          -18.25           7.796
              61          -11.75           9.485
              62           0.704           7.611
              63           71.27           9.542
              64          -38.55           8.924
              65          -3.859           9.961
              66           5.787           11.03
              67           28.55           9.119
              68          -23.06           8.666
              69          -6.099           9.052
              70          -3.321           9.954
              71           37.47           9.074
              72          -54.61           8.856
              73           -33.3           8.511
              74           4.321           9.183
              75           49.04           9.106
              76          -33.68           8.802
              77           4.557           7.933
              78           8.293            8.33
              79           82.71           10.11
              80          -21.95           9.498
              81          -43.37           7.748
              82          -28.54           9.621
              83           2.814           7.644
              84          -20.95           9.051
              85          -12.49           7.736
              86          -1.056           8.036
              87           58.37           7.829
              88             -41           8.208
              89          -21.56           8.208
              90           14.24           7.582
              91           37.01           8.341
              92          -46.35           7.611
              93          -18.42           9.676
              94           6.927           7.473
              95            69.9            9.73
              96          -16.43           8.786
              97          -15.66           8.194
              98          0.6205           10.31
              99            20.7           9.648
             100          -18.87           8.676
             101          -9.521           7.892
             102           18.82           9.349
             103           26.25           8.989
             104          -46.58           9.037
             105          -4.735           10.25
             106          -15.02           8.858
             107           52.75            9.37
             108          -40.26            8.49
             109          0.8525           8.191
             110            30.8           8.952
             111           101.3           10.57
             112             -25           9.241
             113          -12.43           7.751
             114          -8.362            9.02
             115           11.39           7.687
             116          -59.27           8.531
             117          -23.81           7.528
             118          0.1958           7.802
             119           53.51           7.848
             120          -30.41            8.02
             121          -20.25            8.18
             122          -5.703           7.541
             123           58.31           8.568
             124          -29.49           7.526
             125          -26.12           11.19
             126           33.18           8.069
             127           123.9           10.71
APV               58              11               0               7
               0           69.65           33.93
               1          -22.19           29.19
               2          -14.71           26.73
               3           33.01           25.09
               4          -162.7           14.09
               5          -51.12           8.596
               6          -36.52           11.08
               7           48.58           10.23
               8          -63.16           9.327
               9          -43.77           10.38
              10           1.228           8.577
              11           73.34           9.909
              12           -54.3           9.442
