bb.ps.adc.timeoffset = 
   -40.92347    -41.22331 
   -40.76948     -40.0919 
   -42.17696    -40.83344 
   -39.53051    -40.29374 
   -40.27284    -38.30635 
   -39.87979    -41.29315 
   -40.99226    -40.93259 
   -39.40875    -40.10139 
   -38.87277    -39.17228 
    -36.4531     -39.5285 
   -37.74147    -41.02099 
   -35.77739    -39.58298 
   -38.57541    -40.65656 
   -40.11653    -39.80693 
   -35.83589    -41.24121 
   -40.13382     -42.0284 
   -38.93366    -38.50294 
   -38.85185    -37.25016 
   -37.88554    -40.53175 
   -38.46469    -40.57677 
   -40.28051     -41.1318 
   -38.12231    -41.11913 
   -37.78309    -39.36841 
   -39.19242     -35.5554 
   -36.54245    -36.86839 
   -36.36799    -40.17669 
