       0.143498        0.145229        0.149053        0.151489        0.141008        0.131233         0.13986         0.14328         0.14627 
       0.143393        0.132648        0.136906        0.133917        0.133876        0.143299        0.140979        0.142246        0.138403 
       0.142746        0.139062        0.139085        0.142067        0.143294        0.146804        0.141509        0.144524        0.146841 
       0.148718        0.150047        0.148261        0.142478        0.144656        0.137807        0.131787        0.137797        0.133153 
       0.135868        0.135853        0.138725        0.140437        0.141528        0.144403        0.145396         0.14078        0.143095 
       0.142914        0.136018        0.135338        0.134757         0.13466        0.131622        0.136179         0.13674        0.136186 
       0.139994        0.136745        0.136487        0.141176        0.140034        0.136705        0.134305        0.141401          0.1384 
       0.136799        0.141569         0.14009        0.138455        0.138158        0.140772        0.137599        0.136792        0.134026 
       0.141387        0.138803        0.140087        0.140323        0.128371        0.129693        0.128143        0.130125        0.133436 
       0.132839        0.125525        0.131577        0.139307        0.139307        0.139307        0.139307        0.139307        0.139307 
