       0.140722        0.143553        0.144923        0.149062        0.141657        0.130554        0.130694        0.139471        0.146599 
         0.1421        0.132768        0.134962        0.131911         0.13141        0.143157        0.139178        0.142037        0.137887 
        0.13862        0.136446        0.140043        0.139243        0.144421        0.145871        0.140909        0.142971        0.146462 
       0.151603         0.15142        0.147285        0.143754        0.143772        0.135828        0.130601         0.13677        0.132747 
       0.135429        0.134915        0.139242        0.139975        0.140722        0.143523        0.146481        0.141951        0.142658 
       0.143246        0.135215        0.135214        0.135006        0.134202        0.131217        0.137317        0.136294        0.134458 
       0.140327        0.136516         0.13576         0.14104        0.141217        0.137381        0.134786        0.140858         0.13777 
       0.136391        0.141664        0.138767        0.137924        0.135198        0.138617        0.136096        0.137484        0.132969 
       0.140281        0.138947        0.140667          0.1377        0.130437         0.12867        0.124065        0.131482        0.136332 
       0.134282        0.137725        0.139002        0.139002        0.139002        0.139002        0.139002        0.139002        0.139002 
