bb.sh.adc.timeoffset = 
   -48.89209    -45.86728    -40.22984    -39.89041    -38.45489    -38.24611    -41.97609 
   -48.83387    -48.87456    -48.62885    -47.92278    -45.73465     -45.7489    -46.77955 
   -39.53167    -48.74205    -36.89852    -37.39361    -38.15654    -38.06832    -44.75787 
   -46.06472    -37.94595    -50.94084    -38.71492     -55.7123    -48.44252    -42.13201 
   -39.35935    -41.49276    -47.17437    -43.90597    -42.77036    -40.44481    -41.14717 
   -42.07771    -41.07005    -42.53791    -40.83305     -38.6027    -42.89325    -42.63307 
   -41.49801    -40.70021    -39.88909    -42.78703    -39.62538    -41.43478    -42.53885 
   -46.45921    -39.26067    -40.51949    -47.77996    -39.52402    -39.18998    -44.77194 
   -46.26808    -39.24906    -43.03756    -40.36191    -37.66383    -45.25807    -44.53173 
   -39.62466    -43.49166    -40.81372    -42.99454    -43.11717    -43.34006     -45.5095 
   -40.27348     -41.9766    -38.34188     -41.5688    -39.91585    -41.08666    -47.25592 
   -42.19841    -40.37442    -43.14871    -40.89211    -39.90128    -39.33789    -44.44785 
   -45.25365    -37.63058    -40.76105    -41.76347    -43.18372    -40.66404    -47.07704 
   -40.96342    -39.67455    -38.87855    -42.08492    -40.97406    -36.02644    -43.34989 
    -40.7909    -44.10245    -44.09235    -42.13562    -40.71197    -40.53171    -44.85892 
   -41.15137    -37.40151     -41.7979    -37.44531    -41.81771    -40.32876    -51.33593 
   -48.72056    -40.61429    -36.55725    -40.91399    -42.93527    -38.67854    -49.18926 
   -37.05242    -41.75786    -40.26205    -45.57426    -37.43514    -39.08125    -39.84685 
   -44.75162    -38.72537    -43.48651    -38.56723    -39.64552     -35.0785    -45.12394 
   -42.14138     -41.9861    -40.07332    -43.15715    -41.22185    -43.07185    -42.54869 
   -41.47827     -44.5567    -36.26876    -41.88482    -35.41713    -40.70613     -42.4717 
   -47.71402    -42.85817    -42.26836    -44.51438    -41.39266    -39.16606    -48.21988 
   -42.20976    -42.80185    -40.12707    -38.65505    -40.74289    -43.71028    -41.26319 
   -43.11345    -38.67796    -53.13973    -52.85783    -54.34339    -42.63765    -46.23294 
    -51.1811    -54.12309    -52.92294    -53.32353    -47.08366    -51.16084    -41.94362 
   -49.70725    -50.95311     -49.4224    -50.05815    -50.31951     -48.6805    -49.41929 
   -47.42396    -45.94758    -47.20248    -48.36631    -48.73368    -36.12886    -54.38906 
