       0.286762        0.242615        0.241483        0.268178        0.229802        0.243967        0.249671        0.250706        0.252463 
        0.23844        0.227927        0.263896        0.275607        0.267457         0.25164        0.254568        0.253676        0.250185 
       0.236732        0.266432        0.263511        0.262905        0.261144        0.247826        0.275039        0.261857        0.261965 
       0.267482        0.264981        0.277079        0.263357        0.266233        0.256542        0.268224        0.259076        0.304743 
       0.282047        0.284445        0.270676        0.327688        0.262605        0.279274        0.315435        0.277325         0.26076 
       0.294005        0.281286        0.274254        0.281529        0.272627        0.303521        0.295691        0.278746        0.289233 
       0.284507        0.283516        0.280999        0.289189        0.275117        0.287265        0.315894        0.282476        0.260204 
       0.273794        0.266269        0.235329        0.266579        0.279896        0.261637        0.260954        0.260434        0.273234 
       0.253154        0.261343        0.244731         0.24924        0.274181        0.246873        0.227684        0.199122        0.254526 
       0.224848        0.206684        0.276377        0.276377        0.276377        0.276377        0.276377        0.276377        0.276377 
