       0.183607        0.164241        0.167299        0.185357        0.192561        0.202994        0.168513        0.168671        0.207575 
       0.219275        0.215611        0.189335        0.208519        0.191661        0.199556         0.19871         0.20477        0.168669 
       0.202923        0.210187        0.200853        0.208851        0.206608         0.21434        0.212375        0.228438        0.200494 
       0.195856        0.201749        0.195422        0.197542        0.178346        0.192006        0.206767        0.204611        0.237816 
       0.228188        0.200411        0.197988        0.209583         0.21565        0.212507        0.227438        0.188944        0.201132 
       0.227507        0.197293        0.183065         0.20899        0.179755        0.183455        0.221437        0.185637        0.194122 
       0.214514        0.201294         0.20314        0.202011        0.199519        0.188616        0.205026        0.203843        0.198508 
       0.170451        0.184308        0.158916        0.186066        0.189493        0.174751        0.175746        0.182719        0.179034 
       0.187083        0.190564        0.204409        0.177089        0.211282        0.173462        0.194025        0.197911        0.240857 
       0.202081        0.235323        0.200949        0.200949        0.200949        0.200949        0.200949        0.200949        0.200949 
