sbs.hcal.adc.timeoffset = 
   -77.35676    -77.38174    -78.78034    -79.42689    -63.42824    -66.40691    -67.36223    -64.61245    -77.30845    -78.49125    -81.96534    -77.17372 
   -78.90199    -79.24741    -59.01555    -60.82296     -65.3214    -66.78734    -65.17824    -63.95506    -60.70366    -59.67904    -77.04389    -76.12115 
   -60.09636    -57.08405    -59.17287     -63.7088    -44.80376    -47.83606    -44.10303    -44.60997    -60.01579     -59.1943    -57.56595    -58.41748 
   -60.75745     -59.5027    -60.97137    -59.73178    -46.89895    -48.09605     -47.2376    -47.18454     -59.2163    -59.97434    -58.64095    -57.48347 
   -59.27959    -59.62525    -57.49364    -59.60146    -67.83015     -67.1942    -46.30353    -45.26019    -58.38111    -58.68386    -77.31345    -76.90719 
    -58.7236    -59.98873    -59.91852    -59.66317    -65.02788    -68.25825     -48.6697    -46.06705    -60.42837    -58.56601    -78.75066    -78.73135 
    -55.0532    -56.13806    -56.00127      -55.362    -46.17317    -43.37025    -47.01966    -44.83388    -60.40489    -58.20144    -59.68791    -59.68631 
   -78.86128     -78.5984    -78.67203    -78.66771    -66.03176    -67.15215    -66.62527    -65.31938    -75.92794    -77.06046    -76.07816    -77.05114 
   -57.88531    -59.40689    -58.02932    -59.29059    -65.04743    -67.20445    -45.37092    -44.57328    -58.71232    -58.33112    -77.16851    -77.76203 
   -56.81228    -58.39828    -77.98875     -77.8078    -67.25082    -66.08185    -47.40797    -46.71762    -77.92321    -76.01029    -78.31329    -77.49888 
   -60.43193    -59.05025    -58.50795    -59.14662    -67.97031    -66.58027    -48.16728      -48.155    -60.04604    -59.57681    -76.32687    -76.64907 
   -77.20928    -79.58115    -77.32284     -76.5397    -47.43272    -47.18649    -65.21744    -64.67467    -77.83454    -77.04648    -59.66554    -59.27429 
   -53.45913    -55.63948    -55.41682    -54.92518    -42.06333    -47.14715    -42.43897     -42.1541    -57.43144    -55.91836    -59.62282    -60.15605 
   -59.93226    -58.19714    -59.06639    -57.87867    -48.67256    -46.34384    -49.08521    -46.65612    -59.58915    -57.13001    -60.62292     -59.0663 
   -75.25317     -78.0325    -77.70531    -76.33167    -47.53403    -49.42039    -65.25833    -64.63363    -77.54873    -73.44658    -60.09833    -59.90514 
   -61.17141    -59.31139     -59.8464    -59.41299    -47.34227    -46.94785    -48.76879    -46.77301    -58.09301    -59.05289    -59.19367    -60.55747 
   -58.39278    -58.98578    -57.53067    -57.94625     -42.9734    -49.43288    -43.69854    -41.92105    -58.13091    -55.77599    -58.89744    -56.56697 
   -59.65198    -57.86711    -64.32086    -57.95511    -48.39117    -49.36536    -48.31518    -45.67149    -60.10101     -59.0302     -61.4944    -59.49256 
   -57.60326    -55.91255    -59.92728    -56.88778    -47.29862    -46.11304    -46.23474    -47.20798    -58.57836    -57.58745    -60.37181    -57.89087 
   -59.30932    -60.46473    -59.89399    -60.11588    -45.75261     -46.4258    -47.72098     -44.1904    -59.60715    -60.62997     -57.9956    -58.75021 
   -56.67129    -56.54389    -58.25331    -57.84298    -65.14209    -66.51845    -45.19837     -44.0048    -57.87803    -55.94455    -75.99515    -76.08078 
   -57.00791    -58.14639    -61.15509    -60.31655    -66.95076    -69.19551    -49.13727    -47.26134    -59.28578    -59.61305      -78.238    -79.31561 
   -72.95056     -60.5008    -60.18388    -60.13025     -65.6558    -68.37453     -45.1173    -46.42813     -60.5501    -59.66939    -77.62001    -79.69176 
   -75.90922     -74.7722    -77.56959    -78.43956    -66.63075    -67.16567    -63.95501    -60.82161    -78.81429    -78.50499    -77.06135    -77.07759 
